	(1)	(2)	(3)	(4)	(5)	(6)	(7)	(8)	(9)	(10)	(11)	(12)	(13)	(14)	(15)	(16)	(17)	(18)	(19)	(20)	(21)	(22)	(23)	(24)
VARIABLES	fig3_panelA	fig3_panelB	fig3_panelC	fig3_panelD	text_1930_farm_low	text_1930_farm_med	text_1930_farm_high	text_1930_val_low	text_1930_val_med	text_1930_val_high	text_1930_val_tot	fig3_rev	text_ratio_pdv_h	text_ratio_pdv_m	text_ratio_pdv_hm	t2_landvalue_a	text_tot_cost	t2_landvalue_b	text_1930_farm_low	text_1930_farm_med	text_1930_farm_high	text_1930_val_low	text_1930_val_med	text_1930_val_high
																								
		(0.0000121323)	(0.0000439192)	(0.0000349787)								(0.000)				(0.000)								
control_avsize_1950		-0.0000958090	0.0000286230	0.0000919163								-0.000				0.000*								
		(0.0000121323)	(0.0000439192)	(0.0000349787)								(0.000)				(0.000)								
control_avsize_1954		-0.0000922668	0.0000036451	0.0000596969								0.000				0.000								
		(0.0000121323)	(0.0000439192)	(0.0000349787)								(0.000)				(0.000)								
control_avsize_1959		-0.0000908839	0.0000487707	0.0000983695								0.000				0.000								
		(0.0000121323)	(0.0000439192)	(0.0000349787)								(0.000)				(0.000)								
control_avsize_1964		-0.0001190119	-0.0000299680	0.0000180903								0.000				0.000								
		(0.0000121323)	(0.0000439192)	(0.0000349787)								(0.000)				(0.000)								
control_avsize_1969		-0.0001048522	-0.0000565680	-0.0000180501								-0.000				-0.000								
		(0.0000121323)	(0.0000439192)	(0.0000349787)								(0.000)				(0.000)								
o.control_avsize_1974		-	-	-								-				-								
																								
control_avsize_1978		-0.0000814212	-0.0000556481	-0.0000117264								-0.000				-0.000								
