msa	msacode	year	quarter	index_msa
"Albuquerque, NM"	10740	1992	1	79.9
"Albuquerque, NM"	10740	1992	2	80.69
"Albuquerque, NM"	10740	1992	3	81.3
"Albuquerque, NM"	10740	1992	4	82.24
"Albuquerque, NM"	10740	1993	1	83.33
"Albuquerque, NM"	10740	1993	2	85.57
"Albuquerque, NM"	10740	1993	3	87.3
"Albuquerque, NM"	10740	1993	4	89.25
"Albuquerque, NM"	10740	1994	1	92.03
"Albuquerque, NM"	10740	1994	2	95.33
"Albuquerque, NM"	10740	1994	3	98.12
"Albuquerque, NM"	10740	1994	4	99.14
"Albuquerque, NM"	10740	1995	1	100
"Albuquerque, NM"	10740	1995	2	102.1
"Albuquerque, NM"	10740	1995	3	104.06
"Albuquerque, NM"	10740	1995	4	105.12
"Albuquerque, NM"	10740	1996	1	105.62
"Albuquerque, NM"	10740	1996	2	105.33
"Albuquerque, NM"	10740	1996	3	105.16
"Albuquerque, NM"	10740	1996	4	105.95
"Albuquerque, NM"	10740	1997	1	106.03
"Albuquerque, NM"	10740	1997	2	106.6
"Albuquerque, NM"	10740	1997	3	107.13
"Albuquerque, NM"	10740	1997	4	108.41
"Albuquerque, NM"	10740	1998	1	109.15
"Albuquerque, NM"	10740	1998	2	108.78
"Albuquerque, NM"	10740	1998	3	109.21
"Albuquerque, NM"	10740	1998	4	110.07
"Albuquerque, NM"	10740	1999	1	109.67
"Albuquerque, NM"	10740	1999	2	109.29
"Albuquerque, NM"	10740	1999	3	108.75
"Albuquerque, NM"	10740	1999	4	108.83
"Albuquerque, NM"	10740	2000	1	109.32
"Albuquerque, NM"	10740	2000	2	109.19
"Albuquerque, NM"	10740	2000	3	109.8
"Albuquerque, NM"	10740	2000	4	110.57
"Albuquerque, NM"	10740	2001	1	113.23
"Albuquerque, NM"	10740	2001	2	113.96
"Albuquerque, NM"	10740	2001	3	114.55
"Albuquerque, NM"	10740	2001	4	115.47
"Albuquerque, NM"	10740	2002	1	115.8
"Albuquerque, NM"	10740	2002	2	116.76
"Albuquerque, NM"	10740	2002	3	118.29
"Albuquerque, NM"	10740	2002	4	119.18
"Albuquerque, NM"	10740	2003	1	120.23
"Albuquerque, NM"	10740	2003	2	121.64
"Albuquerque, NM"	10740	2003	3	122.59
"Albuquerque, NM"	10740	2003	4	124.92
"Albuquerque, NM"	10740	2004	1	126.43
"Albuquerque, NM"	10740	2004	2	128.75
"Albuquerque, NM"	10740	2004	3	132.04
"Albuquerque, NM"	10740	2004	4	134.22
"Albuquerque, NM"	10740	2005	1	136.97
"Albuquerque, NM"	10740	2005	2	144.1
"Albuquerque, NM"	10740	2005	3	150.24
"Albuquerque, NM"	10740	2005	4	155.5
"Albuquerque, NM"	10740	2006	1	161.07
"Albuquerque, NM"	10740	2006	2	167.91
"Albuquerque, NM"	10740	2006	3	174.26
"Albuquerque, NM"	10740	2006	4	177.97
"Albuquerque, NM"	10740	2007	1	180.79
"Albuquerque, NM"	10740	2007	2	183.68
"Albuquerque, NM"	10740	2007	3	185.77
"Albuquerque, NM"	10740	2007	4	186.27
"Alexandria, LA"	10780	1975	1	-
"Alexandria, LA"	10780	1975	2	-
"Alexandria, LA"	10780	1975	3	-
"Alexandria, LA"	10780	1975	4	-
"Alexandria, LA"	10780	1976	1	-
"Alexandria, LA"	10780	1976	2	-
"Alexandria, LA"	10780	1976	3	-
"Alexandria, LA"	10780	1976	4	-
"Alexandria, LA"	10780	1977	1	-
"Alexandria, LA"	10780	1977	2	-
"Alexandria, LA"	10780	1977	3	-
"Alexandria, LA"	10780	1977	4	-
"Alexandria, LA"	10780	1978	1	-
"Alexandria, LA"	10780	1978	2	-
"Alexandria, LA"	10780	1978	3	-
"Alexandria, LA"	10780	1978	4	-
"Alexandria, LA"	10780	1979	1	-
"Alexandria, LA"	10780	1979	2	-
"Alexandria, LA"	10780	1979	3	-
"Alexandria, LA"	10780	1979	4	-
"Alexandria, LA"	10780	1980	1	-
"Alexandria, LA"	10780	1980	2	-
"Alexandria, LA"	10780	1980	3	-
"Alexandria, LA"	10780	1980	4	-
"Alexandria, LA"	10780	1981	1	-
"Alexandria, LA"	10780	1981	2	-
"Alexandria, LA"	10780	1981	3	-
"Alexandria, LA"	10780	1981	4	-
"Alexandria, LA"	10780	1982	1	-
"Alexandria, LA"	10780	1982	2	-
"Alexandria, LA"	10780	1982	3	-
"Alexandria, LA"	10780	1982	4	-
"Alexandria, LA"	10780	1983	1	-
"Alexandria, LA"	10780	1983	2	-
"Alexandria, LA"	10780	1983	3	-
"Alexandria, LA"	10780	1983	4	-
"Alexandria, LA"	10780	1984	1	-
"Alexandria, LA"	10780	1984	2	-
"Alexandria, LA"	10780	1984	3	-
"Alexandria, LA"	10780	1984	4	-
"Alexandria, LA"	10780	1985	1	-
"Alexandria, LA"	10780	1985	2	-
"Alexandria, LA"	10780	1985	3	-
"Alexandria, LA"	10780	1985	4	-
"Alexandria, LA"	10780	1986	1	-
"Alexandria, LA"	10780	1986	2	90.29
"Alexandria, LA"	10780	1986	3	87.93
"Alexandria, LA"	10780	1986	4	91.81
"Alexandria, LA"	10780	1987	1	92.88
"Alexandria, LA"	10780	1987	2	88.63
"Alexandria, LA"	10780	1987	3	84.96
"Alexandria, LA"	10780	1987	4	82.52
"Alexandria, LA"	10780	1988	1	86.08
"Alexandria, LA"	10780	1988	2	86.07
"Alexandria, LA"	10780	1988	3	85.47
"Alexandria, LA"	10780	1988	4	90.2
"Alexandria, LA"	10780	1989	1	86.44
"Alexandria, LA"	10780	1989	2	83.03
"Alexandria, LA"	10780	1989	3	85.7
"Alexandria, LA"	10780	1989	4	84.73
"Alexandria, LA"	10780	1990	1	84.53
"Alexandria, LA"	10780	1990	2	85.16
"Alexandria, LA"	10780	1990	3	84.45
"Alexandria, LA"	10780	1990	4	80.94
"Alexandria, LA"	10780	1991	1	82.73
"Alexandria, LA"	10780	1991	2	87.2
"Alexandria, LA"	10780	1991	3	87.28
"Alexandria, LA"	10780	1991	4	86.65
"Alexandria, LA"	10780	1992	1	88.41
"Alexandria, LA"	10780	1992	2	87.88
"Alexandria, LA"	10780	1992	3	91.29
"Alexandria, LA"	10780	1992	4	89.47
"Alexandria, LA"	10780	1993	1	88.18
"Alexandria, LA"	10780	1993	2	91.91
"Alexandria, LA"	10780	1993	3	93.73
"Alexandria, LA"	10780	1993	4	94.64
"Alexandria, LA"	10780	1994	1	97.32
"Alexandria, LA"	10780	1994	2	96.84
"Alexandria, LA"	10780	1994	3	99.63
"Alexandria, LA"	10780	1994	4	96.39
"Alexandria, LA"	10780	1995	1	100
"Alexandria, LA"	10780	1995	2	101.16
"Alexandria, LA"	10780	1995	3	103.84
"Alexandria, LA"	10780	1995	4	102.64
"Alexandria, LA"	10780	1996	1	105.92
"Alexandria, LA"	10780	1996	2	107.7
"Alexandria, LA"	10780	1996	3	109.04
"Alexandria, LA"	10780	1996	4	108.37
"Alexandria, LA"	10780	1997	1	111.54
"Alexandria, LA"	10780	1997	2	109.67
"Alexandria, LA"	10780	1997	3	113.96
"Alexandria, LA"	10780	1997	4	114.53
"Alexandria, LA"	10780	1998	1	118.19
"Alexandria, LA"	10780	1998	2	118.27
"Alexandria, LA"	10780	1998	3	119.12
"Alexandria, LA"	10780	1998	4	121.49
"Alexandria, LA"	10780	1999	1	124.87
"Alexandria, LA"	10780	1999	2	124.03
"Alexandria, LA"	10780	1999	3	123.01
"Alexandria, LA"	10780	1999	4	125.76
"Alexandria, LA"	10780	2000	1	128.07
"Alexandria, LA"	10780	2000	2	129.47
"Alexandria, LA"	10780	2000	3	130.62
"Alexandria, LA"	10780	2000	4	131.09
"Alexandria, LA"	10780	2001	1	135.97
"Alexandria, LA"	10780	2001	2	137.8
"Alexandria, LA"	10780	2001	3	138.28
"Alexandria, LA"	10780	2001	4	139.46
"Alexandria, LA"	10780	2002	1	138.47
"Alexandria, LA"	10780	2002	2	139.53
"Alexandria, LA"	10780	2002	3	143.46
"Alexandria, LA"	10780	2002	4	144.97
"Alexandria, LA"	10780	2003	1	145.82
"Alexandria, LA"	10780	2003	2	147.37
"Alexandria, LA"	10780	2003	3	149.09
"Alexandria, LA"	10780	2003	4	148.21
"Alexandria, LA"	10780	2004	1	152.75
"Alexandria, LA"	10780	2004	2	151.16
"Alexandria, LA"	10780	2004	3	154.09
"Alexandria, LA"	10780	2004	4	154.95
"Alexandria, LA"	10780	2005	1	158.39
"Alexandria, LA"	10780	2005	2	158.33
"Alexandria, LA"	10780	2005	3	164.74
"Alexandria, LA"	10780	2005	4	165.85
"Alexandria, LA"	10780	2006	1	167.52
"Alexandria, LA"	10780	2006	2	172.26
"Alexandria, LA"	10780	2006	3	177.82
"Alexandria, LA"	10780	2006	4	181.85
"Alexandria, LA"	10780	2007	1	180.48
"Alexandria, LA"	10780	2007	2	188.71
"Alexandria, LA"	10780	2007	3	190.5
"Alexandria, LA"	10780	2007	4	190.82
"Allentown-Bethlehem-Easton, PA-NJ"	10900	1975	1	-
"Allentown-Bethlehem-Easton, PA-NJ"	10900	1975	2	-
"Allentown-Bethlehem-Easton, PA-NJ"	10900	1975	3	-
"Allentown-Bethlehem-Easton, PA-NJ"	10900	1975	4	-
"Allentown-Bethlehem-Easton, PA-NJ"	10900	1976	1	-
"Allentown-Bethlehem-Easton, PA-NJ"	10900	1976	2	-
"Allentown-Bethlehem-Easton, PA-NJ"	10900	1976	3	-
"Allentown-Bethlehem-Easton, PA-NJ"	10900	1976	4	-
"Allentown-Bethlehem-Easton, PA-NJ"	10900	1977	1	-
"Allentown-Bethlehem-Easton, PA-NJ"	10900	1977	2	-
"Allentown-Bethlehem-Easton, PA-NJ"	10900	1977	3	-
"Allentown-Bethlehem-Easton, PA-NJ"	10900	1977	4	-
"Allentown-Bethlehem-Easton, PA-NJ"	10900	1978	1	-
"Allentown-Bethlehem-Easton, PA-NJ"	10900	1978	2	-
"Allentown-Bethlehem-Easton, PA-NJ"	10900	1978	3	-
"Allentown-Bethlehem-Easton, PA-NJ"	10900	1978	4	49.09
"Allentown-Bethlehem-Easton, PA-NJ"	10900	1979	1	45.79
"Allentown-Bethlehem-Easton, PA-NJ"	10900	1979	2	45.6
"Allentown-Bethlehem-Easton, PA-NJ"	10900	1979	3	46.74
"Allentown-Bethlehem-Easton, PA-NJ"	10900	1979	4	48.55
"Allentown-Bethlehem-Easton, PA-NJ"	10900	1980	1	52.95
"Allentown-Bethlehem-Easton, PA-NJ"	10900	1980	2	45.73
"Allentown-Bethlehem-Easton, PA-NJ"	10900	1980	3	50.83
"Allentown-Bethlehem-Easton, PA-NJ"	10900	1980	4	52.74
"Allentown-Bethlehem-Easton, PA-NJ"	10900	1981	1	55.03
"Allentown-Bethlehem-Easton, PA-NJ"	10900	1981	2	53.4
"Allentown-Bethlehem-Easton, PA-NJ"	10900	1981	3	48.97
"Allentown-Bethlehem-Easton, PA-NJ"	10900	1981	4	49.02
"Allentown-Bethlehem-Easton, PA-NJ"	10900	1982	1	47.71
"Allentown-Bethlehem-Easton, PA-NJ"	10900	1982	2	52.99
"Allentown-Bethlehem-Easton, PA-NJ"	10900	1982	3	57.66
"Allentown-Bethlehem-Easton, PA-NJ"	10900	1982	4	52.02
"Allentown-Bethlehem-Easton, PA-NJ"	10900	1983	1	49.83
"Allentown-Bethlehem-Easton, PA-NJ"	10900	1983	2	53.72
"Allentown-Bethlehem-Easton, PA-NJ"	10900	1983	3	56.4
"Allentown-Bethlehem-Easton, PA-NJ"	10900	1983	4	54.04
"Allentown-Bethlehem-Easton, PA-NJ"	10900	1984	1	55.83
"Allentown-Bethlehem-Easton, PA-NJ"	10900	1984	2	56.53
"Allentown-Bethlehem-Easton, PA-NJ"	10900	1984	3	57.95
"Allentown-Bethlehem-Easton, PA-NJ"	10900	1984	4	59.06
"Allentown-Bethlehem-Easton, PA-NJ"	10900	1985	1	60.19
"Allentown-Bethlehem-Easton, PA-NJ"	10900	1985	2	61.55
"Allentown-Bethlehem-Easton, PA-NJ"	10900	1985	3	63.3
"Allentown-Bethlehem-Easton, PA-NJ"	10900	1985	4	64.98
"Allentown-Bethlehem-Easton, PA-NJ"	10900	1986	1	65.55
"Allentown-Bethlehem-Easton, PA-NJ"	10900	1986	2	67.49
"Allentown-Bethlehem-Easton, PA-NJ"	10900	1986	3	70.71
"Allentown-Bethlehem-Easton, PA-NJ"	10900	1986	4	73.5
"Allentown-Bethlehem-Easton, PA-NJ"	10900	1987	1	75.07
"Allentown-Bethlehem-Easton, PA-NJ"	10900	1987	2	80.93
"Allentown-Bethlehem-Easton, PA-NJ"	10900	1987	3	85.94
"Allentown-Bethlehem-Easton, PA-NJ"	10900	1987	4	93.55
"Allentown-Bethlehem-Easton, PA-NJ"	10900	1988	1	94.78
"Allentown-Bethlehem-Easton, PA-NJ"	10900	1988	2	99.56
"Allentown-Bethlehem-Easton, PA-NJ"	10900	1988	3	101.21
"Allentown-Bethlehem-Easton, PA-NJ"	10900	1988	4	102.68
"Allentown-Bethlehem-Easton, PA-NJ"	10900	1989	1	103.64
"Allentown-Bethlehem-Easton, PA-NJ"	10900	1989	2	104.06
"Allentown-Bethlehem-Easton, PA-NJ"	10900	1989	3	106.08
"Allentown-Bethlehem-Easton, PA-NJ"	10900	1989	4	105.58
"Allentown-Bethlehem-Easton, PA-NJ"	10900	1990	1	104.18
"Allentown-Bethlehem-Easton, PA-NJ"	10900	1990	2	103.62
"Allentown-Bethlehem-Easton, PA-NJ"	10900	1990	3	102.54
"Allentown-Bethlehem-Easton, PA-NJ"	10900	1990	4	100.97
"Allentown-Bethlehem-Easton, PA-NJ"	10900	1991	1	101.58
"Allentown-Bethlehem-Easton, PA-NJ"	10900	1991	2	102.17
"Allentown-Bethlehem-Easton, PA-NJ"	10900	1991	3	102.16
"Allentown-Bethlehem-Easton, PA-NJ"	10900	1991	4	102.58
"Allentown-Bethlehem-Easton, PA-NJ"	10900	1992	1	103.44
"Allentown-Bethlehem-Easton, PA-NJ"	10900	1992	2	102.93
"Allentown-Bethlehem-Easton, PA-NJ"	10900	1992	3	104.06
"Allentown-Bethlehem-Easton, PA-NJ"	10900	1992	4	104.09
"Allentown-Bethlehem-Easton, PA-NJ"	10900	1993	1	103.09
"Allentown-Bethlehem-Easton, PA-NJ"	10900	1993	2	103.9
"Allentown-Bethlehem-Easton, PA-NJ"	10900	1993	3	103.99
"Allentown-Bethlehem-Easton, PA-NJ"	10900	1993	4	104.6
"Allentown-Bethlehem-Easton, PA-NJ"	10900	1994	1	104.09
"Allentown-Bethlehem-Easton, PA-NJ"	10900	1994	2	102.89
"Allentown-Bethlehem-Easton, PA-NJ"	10900	1994	3	101.04
"Allentown-Bethlehem-Easton, PA-NJ"	10900	1994	4	99.58
"Allentown-Bethlehem-Easton, PA-NJ"	10900	1995	1	100
"Allentown-Bethlehem-Easton, PA-NJ"	10900	1995	2	100.11
"Allentown-Bethlehem-Easton, PA-NJ"	10900	1995	3	101.78
"Allentown-Bethlehem-Easton, PA-NJ"	10900	1995	4	102.49
"Allentown-Bethlehem-Easton, PA-NJ"	10900	1996	1	103.64
"Allentown-Bethlehem-Easton, PA-NJ"	10900	1996	2	101.68
"Allentown-Bethlehem-Easton, PA-NJ"	10900	1996	3	101.94
"Allentown-Bethlehem-Easton, PA-NJ"	10900	1996	4	102.94
"Allentown-Bethlehem-Easton, PA-NJ"	10900	1997	1	103.34
"Allentown-Bethlehem-Easton, PA-NJ"	10900	1997	2	102.6
"Allentown-Bethlehem-Easton, PA-NJ"	10900	1997	3	104.19
"Allentown-Bethlehem-Easton, PA-NJ"	10900	1997	4	104.64
"Allentown-Bethlehem-Easton, PA-NJ"	10900	1998	1	106.6
"Allentown-Bethlehem-Easton, PA-NJ"	10900	1998	2	105.47
"Allentown-Bethlehem-Easton, PA-NJ"	10900	1998	3	106.19
"Allentown-Bethlehem-Easton, PA-NJ"	10900	1998	4	107.44
"Allentown-Bethlehem-Easton, PA-NJ"	10900	1999	1	107.85
"Allentown-Bethlehem-Easton, PA-NJ"	10900	1999	2	107.83
"Allentown-Bethlehem-Easton, PA-NJ"	10900	1999	3	108.34
"Allentown-Bethlehem-Easton, PA-NJ"	10900	1999	4	108.36
"Allentown-Bethlehem-Easton, PA-NJ"	10900	2000	1	108.93
"Allentown-Bethlehem-Easton, PA-NJ"	10900	2000	2	110.35
"Allentown-Bethlehem-Easton, PA-NJ"	10900	2000	3	111.91
"Allentown-Bethlehem-Easton, PA-NJ"	10900	2000	4	112.87
"Allentown-Bethlehem-Easton, PA-NJ"	10900	2001	1	115.47
"Allentown-Bethlehem-Easton, PA-NJ"	10900	2001	2	117.94
"Allentown-Bethlehem-Easton, PA-NJ"	10900	2001	3	119.49
"Allentown-Bethlehem-Easton, PA-NJ"	10900	2001	4	120.91
"Allentown-Bethlehem-Easton, PA-NJ"	10900	2002	1	122.35
"Allentown-Bethlehem-Easton, PA-NJ"	10900	2002	2	125.28
"Allentown-Bethlehem-Easton, PA-NJ"	10900	2002	3	127.84
"Allentown-Bethlehem-Easton, PA-NJ"	10900	2002	4	130.14
"Allentown-Bethlehem-Easton, PA-NJ"	10900	2003	1	131.98
"Allentown-Bethlehem-Easton, PA-NJ"	10900	2003	2	133.4
"Allentown-Bethlehem-Easton, PA-NJ"	10900	2003	3	137.24
"Allentown-Bethlehem-Easton, PA-NJ"	10900	2003	4	142.49
"Allentown-Bethlehem-Easton, PA-NJ"	10900	2004	1	145.47
"Allentown-Bethlehem-Easton, PA-NJ"	10900	2004	2	149.59
"Allentown-Bethlehem-Easton, PA-NJ"	10900	2004	3	156.97
"Allentown-Bethlehem-Easton, PA-NJ"	10900	2004	4	161.9
"Allentown-Bethlehem-Easton, PA-NJ"	10900	2005	1	165.36
"Allentown-Bethlehem-Easton, PA-NJ"	10900	2005	2	174.2
"Allentown-Bethlehem-Easton, PA-NJ"	10900	2005	3	179.86
"Allentown-Bethlehem-Easton, PA-NJ"	10900	2005	4	185.6
"Allentown-Bethlehem-Easton, PA-NJ"	10900	2006	1	191.82
"Allentown-Bethlehem-Easton, PA-NJ"	10900	2006	2	195.8
"Allentown-Bethlehem-Easton, PA-NJ"	10900	2006	3	199.52
"Allentown-Bethlehem-Easton, PA-NJ"	10900	2006	4	202.35
"Allentown-Bethlehem-Easton, PA-NJ"	10900	2007	1	204.26
"Allentown-Bethlehem-Easton, PA-NJ"	10900	2007	2	206.64
"Allentown-Bethlehem-Easton, PA-NJ"	10900	2007	3	207.13
"Allentown-Bethlehem-Easton, PA-NJ"	10900	2007	4	206.82
"Altoona, PA"	11020	1975	1	-
"Altoona, PA"	11020	1975	2	-
"Altoona, PA"	11020	1975	3	-
"Altoona, PA"	11020	1975	4	-
"Altoona, PA"	11020	1976	1	-
"Altoona, PA"	11020	1976	2	-
"Altoona, PA"	11020	1976	3	-
"Altoona, PA"	11020	1976	4	-
"Altoona, PA"	11020	1977	1	-
"Altoona, PA"	11020	1977	2	-
"Altoona, PA"	11020	1977	3	-
"Altoona, PA"	11020	1977	4	-
"Altoona, PA"	11020	1978	1	-
"Altoona, PA"	11020	1978	2	-
"Altoona, PA"	11020	1978	3	-
"Altoona, PA"	11020	1978	4	-
"Altoona, PA"	11020	1979	1	-
"Altoona, PA"	11020	1979	2	-
"Altoona, PA"	11020	1979	3	-
"Altoona, PA"	11020	1979	4	-
"Altoona, PA"	11020	1980	1	-
"Altoona, PA"	11020	1980	2	-
"Altoona, PA"	11020	1980	3	-
"Altoona, PA"	11020	1980	4	-
"Altoona, PA"	11020	1981	1	-
"Altoona, PA"	11020	1981	2	-
"Altoona, PA"	11020	1981	3	-
"Altoona, PA"	11020	1981	4	-
"Altoona, PA"	11020	1982	1	-
"Altoona, PA"	11020	1982	2	-
"Altoona, PA"	11020	1982	3	-
"Altoona, PA"	11020	1982	4	-
"Altoona, PA"	11020	1983	1	-
"Altoona, PA"	11020	1983	2	-
"Altoona, PA"	11020	1983	3	-
"Altoona, PA"	11020	1983	4	-
"Altoona, PA"	11020	1984	1	-
"Altoona, PA"	11020	1984	2	-
"Altoona, PA"	11020	1984	3	-
"Altoona, PA"	11020	1984	4	-
"Altoona, PA"	11020	1985	1	-
"Altoona, PA"	11020	1985	2	-
"Altoona, PA"	11020	1985	3	-
"Altoona, PA"	11020	1985	4	-
"Altoona, PA"	11020	1986	1	-
"Altoona, PA"	11020	1986	2	-
"Altoona, PA"	11020	1986	3	-
"Altoona, PA"	11020	1986	4	-
"Altoona, PA"	11020	1987	1	-
"Altoona, PA"	11020	1987	2	-
"Altoona, PA"	11020	1987	3	-
"Altoona, PA"	11020	1987	4	-
"Altoona, PA"	11020	1988	1	-
"Altoona, PA"	11020	1988	2	-
"Altoona, PA"	11020	1988	3	-
"Altoona, PA"	11020	1988	4	-
"Altoona, PA"	11020	1989	1	-
"Altoona, PA"	11020	1989	2	-
"Altoona, PA"	11020	1989	3	-
"Altoona, PA"	11020	1989	4	-
"Altoona, PA"	11020	1990	1	-
"Altoona, PA"	11020	1990	2	-
"Altoona, PA"	11020	1990	3	-
"Altoona, PA"	11020	1990	4	-
"Altoona, PA"	11020	1991	1	-
"Altoona, PA"	11020	1991	2	-
"Altoona, PA"	11020	1991	3	-
"Altoona, PA"	11020	1991	4	-
"Altoona, PA"	11020	1992	1	-
"Altoona, PA"	11020	1992	2	-
"Altoona, PA"	11020	1992	3	-
"Altoona, PA"	11020	1992	4	85.87
"Altoona, PA"	11020	1993	1	90.73
"Altoona, PA"	11020	1993	2	85.63
"Altoona, PA"	11020	1993	3	92.83
"Altoona, PA"	11020	1993	4	94.27
"Altoona, PA"	11020	1994	1	94.55
"Altoona, PA"	11020	1994	2	97.41
"Altoona, PA"	11020	1994	3	95.12
"Altoona, PA"	11020	1994	4	101.95
"Altoona, PA"	11020	1995	1	100
"Altoona, PA"	11020	1995	2	101.98
"Altoona, PA"	11020	1995	3	104.27
"Altoona, PA"	11020	1995	4	105.11
"Altoona, PA"	11020	1996	1	106.72
"Altoona, PA"	11020	1996	2	110.14
"Altoona, PA"	11020	1996	3	108.15
"Altoona, PA"	11020	1996	4	107.69
"Altoona, PA"	11020	1997	1	105.99
"Altoona, PA"	11020	1997	2	109.85
"Altoona, PA"	11020	1997	3	111.41
"Altoona, PA"	11020	1997	4	112.8
"Altoona, PA"	11020	1998	1	113.08
"Altoona, PA"	11020	1998	2	116.11
"Altoona, PA"	11020	1998	3	117.17
"Altoona, PA"	11020	1998	4	119.35
"Altoona, PA"	11020	1999	1	121.52
"Altoona, PA"	11020	1999	2	120.7
"Altoona, PA"	11020	1999	3	119.23
"Altoona, PA"	11020	1999	4	119.51
"Altoona, PA"	11020	2000	1	121.89
"Altoona, PA"	11020	2000	2	123
"Altoona, PA"	11020	2000	3	124.46
"Altoona, PA"	11020	2000	4	124.09
"Altoona, PA"	11020	2001	1	130.63
"Altoona, PA"	11020	2001	2	130.22
"Altoona, PA"	11020	2001	3	132.27
"Altoona, PA"	11020	2001	4	133.57
"Altoona, PA"	11020	2002	1	132.36
"Altoona, PA"	11020	2002	2	135.67
"Altoona, PA"	11020	2002	3	137.94
"Altoona, PA"	11020	2002	4	139.2
"Altoona, PA"	11020	2003	1	141.74
"Altoona, PA"	11020	2003	2	140.9
"Altoona, PA"	11020	2003	3	145.08
"Altoona, PA"	11020	2003	4	140.51
"Altoona, PA"	11020	2004	1	148.14
"Altoona, PA"	11020	2004	2	144.11
"Altoona, PA"	11020	2004	3	151.86
"Altoona, PA"	11020	2004	4	153.4
"Altoona, PA"	11020	2005	1	153.65
"Altoona, PA"	11020	2005	2	157.49
"Altoona, PA"	11020	2005	3	159.02
"Altoona, PA"	11020	2005	4	163.45
"Altoona, PA"	11020	2006	1	163.7
"Altoona, PA"	11020	2006	2	166.75
"Altoona, PA"	11020	2006	3	168.76
"Altoona, PA"	11020	2006	4	167.14
"Altoona, PA"	11020	2007	1	174.13
"Altoona, PA"	11020	2007	2	177.14
"Altoona, PA"	11020	2007	3	182.25
"Altoona, PA"	11020	2007	4	178.07
"Amarillo, TX"	11100	1975	1	-
"Amarillo, TX"	11100	1975	2	-
"Amarillo, TX"	11100	1975	3	-
"Amarillo, TX"	11100	1975	4	-
"Amarillo, TX"	11100	1976	1	-
"Amarillo, TX"	11100	1976	2	-
"Amarillo, TX"	11100	1976	3	-
"Amarillo, TX"	11100	1976	4	-
"Amarillo, TX"	11100	1977	1	-
"Amarillo, TX"	11100	1977	2	-
"Amarillo, TX"	11100	1977	3	-
"Amarillo, TX"	11100	1977	4	-
"Amarillo, TX"	11100	1978	1	-
"Amarillo, TX"	11100	1978	2	-
"Amarillo, TX"	11100	1978	3	-
"Amarillo, TX"	11100	1978	4	-
"Amarillo, TX"	11100	1979	1	-
"Amarillo, TX"	11100	1979	2	-
"Amarillo, TX"	11100	1979	3	-
"Amarillo, TX"	11100	1979	4	-
"Amarillo, TX"	11100	1980	1	-
"Amarillo, TX"	11100	1980	2	-
"Amarillo, TX"	11100	1980	3	-
"Amarillo, TX"	11100	1980	4	-
"Amarillo, TX"	11100	1981	1	-
"Amarillo, TX"	11100	1981	2	78.82
"Amarillo, TX"	11100	1981	3	76.08
"Amarillo, TX"	11100	1981	4	71.52
"Amarillo, TX"	11100	1982	1	80.68
"Amarillo, TX"	11100	1982	2	75.82
"Amarillo, TX"	11100	1982	3	79.33
"Amarillo, TX"	11100	1982	4	75.7
"Amarillo, TX"	11100	1983	1	82.28
"Amarillo, TX"	11100	1983	2	82.2
"Amarillo, TX"	11100	1983	3	82.84
"Amarillo, TX"	11100	1983	4	83.19
"Amarillo, TX"	11100	1984	1	84.13
"Amarillo, TX"	11100	1984	2	88.77
"Amarillo, TX"	11100	1984	3	85.7
"Amarillo, TX"	11100	1984	4	86.76
"Amarillo, TX"	11100	1985	1	83.91
"Amarillo, TX"	11100	1985	2	84.09
"Amarillo, TX"	11100	1985	3	85.74
"Amarillo, TX"	11100	1985	4	85.33
"Amarillo, TX"	11100	1986	1	86.47
"Amarillo, TX"	11100	1986	2	86.26
"Amarillo, TX"	11100	1986	3	85.04
"Amarillo, TX"	11100	1986	4	85.61
"Amarillo, TX"	11100	1987	1	85.19
"Amarillo, TX"	11100	1987	2	86.27
"Amarillo, TX"	11100	1987	3	85.23
"Amarillo, TX"	11100	1987	4	80.2
"Amarillo, TX"	11100	1988	1	84.36
"Amarillo, TX"	11100	1988	2	79.5
"Amarillo, TX"	11100	1988	3	77.21
"Amarillo, TX"	11100	1988	4	73.26
"Amarillo, TX"	11100	1989	1	77.54
"Amarillo, TX"	11100	1989	2	76.48
"Amarillo, TX"	11100	1989	3	75.94
"Amarillo, TX"	11100	1989	4	74.68
"Amarillo, TX"	11100	1990	1	73.83
"Amarillo, TX"	11100	1990	2	74.33
"Amarillo, TX"	11100	1990	3	75.96
"Amarillo, TX"	11100	1990	4	73.97
"Amarillo, TX"	11100	1991	1	77.7
"Amarillo, TX"	11100	1991	2	77.25
"Amarillo, TX"	11100	1991	3	80.62
"Amarillo, TX"	11100	1991	4	79.61
"Amarillo, TX"	11100	1992	1	81.31
"Amarillo, TX"	11100	1992	2	81.54
"Amarillo, TX"	11100	1992	3	82.96
"Amarillo, TX"	11100	1992	4	84.13
"Amarillo, TX"	11100	1993	1	84.37
"Amarillo, TX"	11100	1993	2	87.18
"Amarillo, TX"	11100	1993	3	89.65
"Amarillo, TX"	11100	1993	4	90.42
"Amarillo, TX"	11100	1994	1	93.32
"Amarillo, TX"	11100	1994	2	95.82
"Amarillo, TX"	11100	1994	3	98.55
"Amarillo, TX"	11100	1994	4	98.93
"Amarillo, TX"	11100	1995	1	100
"Amarillo, TX"	11100	1995	2	101.63
"Amarillo, TX"	11100	1995	3	103.03
"Amarillo, TX"	11100	1995	4	103.74
