state	year	quarter	index
DE	2000	3	275.4
DE	2000	4	279.12
DE	2001	1	285.85
DE	2001	2	290.1
DE	2001	3	296.01
DE	2001	4	300.13
DE	2002	1	305.46
DE	2002	2	313.2
DE	2002	3	320.66
DE	2002	4	326.08
DE	2003	1	331.29
DE	2003	2	337.69
DE	2003	3	345.91
DE	2003	4	359.18
DE	2004	1	369.86
DE	2004	2	378.45
DE	2004	3	400.57
DE	2004	4	412.66
DE	2005	1	424.83
DE	2005	2	442.52
DE	2005	3	463.43
DE	2005	4	474.87
DE	2006	1	485.42
DE	2006	2	495.73
DE	2006	3	501.2
DE	2006	4	511.55
DE	2007	1	511.7
DE	2007	2	519.2
DE	2007	3	519.23
DE	2007	4	521.5
FL	1975	1	64.37
FL	1975	2	84.8
FL	1975	3	67.03
FL	1975	4	67.52
FL	1976	1	66.7
FL	1976	2	76.49
FL	1976	3	68.34
FL	1976	4	69.07
FL	1977	1	69.54
FL	1977	2	78.27
FL	1977	3	73.17
FL	1977	4	74.6
FL	1978	1	77.51
FL	1978	2	82.04
FL	1978	3	83.1
FL	1978	4	85.16
FL	1979	1	89.73
FL	1979	2	92.01
FL	1979	3	93.56
FL	1979	4	97.45
FL	1980	1	100
FL	1980	2	101.7
FL	1980	3	106.76
FL	1980	4	109.58
FL	1981	1	112.84
FL	1981	2	114.7
FL	1981	3	110.02
FL	1981	4	117.03
FL	1982	1	119.36
FL	1982	2	120.52
FL	1982	3	122.32
FL	1982	4	123.15
FL	1983	1	124.28
FL	1983	2	125.77
FL	1983	3	125.38
FL	1983	4	124.81
FL	1984	1	125.81
FL	1984	2	127
FL	1984	3	128.61
FL	1984	4	127.86
FL	1985	1	128.9
FL	1985	2	128.87
FL	1985	3	129.07
FL	1985	4	130.98
FL	1986	1	131.85
FL	1986	2	135.44
FL	1986	3	135.98
FL	1986	4	136.03
FL	1987	1	136.93
FL	1987	2	139.06
FL	1987	3	138.99
FL	1987	4	139.98
FL	1988	1	141.67
FL	1988	2	144.53
FL	1988	3	145.66
FL	1988	4	147.02
FL	1989	1	147.74
FL	1989	2	148.84
FL	1989	3	151.42
FL	1989	4	152.32
FL	1990	1	153.13
FL	1990	2	152.75
FL	1990	3	153.4
FL	1990	4	152.88
FL	1991	1	154.63
FL	1991	2	155.22
FL	1991	3	154.93
FL	1991	4	157.51
FL	1992	1	159.49
FL	1992	2	158.18
FL	1992	3	160.93
FL	1992	4	161.13
FL	1993	1	161.37
FL	1993	2	163.12
FL	1993	3	164.37
FL	1993	4	166.05
FL	1994	1	165.88
FL	1994	2	164.65
FL	1994	3	165
FL	1994	4	164.7
FL	1995	1	164.99
FL	1995	2	167.35
FL	1995	3	170.68
FL	1995	4	171.92
FL	1996	1	173.91
FL	1996	2	172.9
FL	1996	3	173.11
FL	1996	4	173.84
FL	1997	1	176.14
FL	1997	2	175.79
FL	1997	3	178.23
FL	1997	4	181.43
FL	1998	1	185.22
FL	1998	2	184.91
FL	1998	3	187.27
FL	1998	4	190.21
FL	1999	1	191.41
FL	1999	2	192.89
FL	1999	3	195.04
FL	1999	4	197.4
FL	2000	1	201.18
FL	2000	2	204.75
FL	2000	3	209.01
FL	2000	4	213.54
FL	2001	1	219.8
FL	2001	2	225.25
FL	2001	3	230.32
FL	2001	4	235.87
FL	2002	1	240.54
FL	2002	2	247.58
FL	2002	3	254.56
FL	2002	4	260.57
FL	2003	1	265.97
FL	2003	2	272.17
FL	2003	3	278.37
FL	2003	4	290.99
FL	2004	1	299.82
FL	2004	2	314.08
FL	2004	3	333.35
FL	2004	4	348.76
FL	2005	1	367.44
FL	2005	2	394.28
FL	2005	3	421.4
FL	2005	4	445.07
FL	2006	1	464.66
FL	2006	2	475.71
FL	2006	3	482.27
FL	2006	4	486.4
FL	2007	1	485.76
FL	2007	2	481.85
FL	2007	3	471.64
FL	2007	4	463.56
GA	1975	1	77.25
GA	1975	2	71.82
GA	1975	3	73.63
GA	1975	4	73.46
GA	1976	1	73.5
GA	1976	2	75.51
GA	1976	3	78.23
GA	1976	4	82.85
GA	1977	1	77.53
GA	1977	2	75.05
GA	1977	3	79.63
GA	1977	4	77.61
GA	1978	1	84.17
GA	1978	2	82.12
GA	1978	3	87.97
GA	1978	4	87.64
GA	1979	1	88.96
GA	1979	2	91.62
GA	1979	3	93.26
GA	1979	4	96.21
GA	1980	1	100
GA	1980	2	100.34
GA	1980	3	103.65
GA	1980	4	104.54
GA	1981	1	111.94
GA	1981	2	108.56
GA	1981	3	110.16
GA	1981	4	115.63
GA	1982	1	115.05
GA	1982	2	117.55
GA	1982	3	116.24
GA	1982	4	118.09
GA	1983	1	119.79
GA	1983	2	120.63
GA	1983	3	123.82
GA	1983	4	123.23
GA	1984	1	126
GA	1984	2	128.46
GA	1984	3	127.4
GA	1984	4	131.19
GA	1985	1	133.54
GA	1985	2	131.81
GA	1985	3	136.88
GA	1985	4	139.63
GA	1986	1	141.52
GA	1986	2	143.74
GA	1986	3	145.66
GA	1986	4	148.13
GA	1987	1	150.59
GA	1987	2	152.18
GA	1987	3	154.21
GA	1987	4	154.89
GA	1988	1	156.72
GA	1988	2	159.34
GA	1988	3	159.37
GA	1988	4	159.63
GA	1989	1	160.01
GA	1989	2	160.71
GA	1989	3	163.34
GA	1989	4	164.2
GA	1990	1	163.65
GA	1990	2	162.27
GA	1990	3	163.3
GA	1990	4	162.4
GA	1991	1	163.99
GA	1991	2	164.42
GA	1991	3	164.17
GA	1991	4	166.08
GA	1992	1	167.18
GA	1992	2	167.41
GA	1992	3	170.97
GA	1992	4	171.18
GA	1993	1	171.59
GA	1993	2	173.53
GA	1993	3	174.72
GA	1993	4	175.97
GA	1994	1	176.74
GA	1994	2	177.72
GA	1994	3	177.94
GA	1994	4	179.02
GA	1995	1	179.17
GA	1995	2	183.14
GA	1995	3	185.67
GA	1995	4	188.54
GA	1996	1	191.21
GA	1996	2	192.34
GA	1996	3	194.81
GA	1996	4	195.83
GA	1997	1	198.52
GA	1997	2	201.07
GA	1997	3	204.91
GA	1997	4	207.94
GA	1998	1	211.74
GA	1998	2	214.12
GA	1998	3	218.09
GA	1998	4	221.43
GA	1999	1	224.53
GA	1999	2	228.37
GA	1999	3	232.01
GA	1999	4	234.93
GA	2000	1	237.95
GA	2000	2	241.59
GA	2000	3	245.55
GA	2000	4	249.59
GA	2001	1	256.88
GA	2001	2	260
GA	2001	3	263.31
GA	2001	4	267.03
GA	2002	1	269.12
GA	2002	2	270.98
GA	2002	3	275.83
GA	2002	4	279.1
GA	2003	1	281.23
GA	2003	2	283.18
GA	2003	3	284.85
GA	2003	4	288.22
GA	2004	1	292.12
GA	2004	2	294.64
GA	2004	3	298.89
GA	2004	4	303.4
GA	2005	1	307.85
GA	2005	2	311.95
GA	2005	3	317.71
GA	2005	4	321.73
GA	2006	1	326.24
GA	2006	2	329.03
GA	2006	3	333.31
GA	2006	4	339.47
GA	2007	1	343.24
GA	2007	2	345.46
GA	2007	3	345.52
GA	2007	4	348.14
HI	1975	1	55.93
HI	1975	2	54.42
HI	1975	3	54.88
HI	1975	4	56.49
HI	1976	1	53.8
HI	1976	2	56.95
HI	1976	3	54.25
HI	1976	4	55.58
HI	1977	1	55.43
HI	1977	2	59.71
HI	1977	3	59.92
HI	1977	4	62.67
HI	1978	1	64.83
HI	1978	2	65.56
HI	1978	3	66.71
HI	1978	4	75.44
HI	1979	1	74.43
HI	1979	2	81.71
HI	1979	3	88.57
HI	1979	4	92.33
HI	1980	1	100
HI	1980	2	100.92
HI	1980	3	102.86
HI	1980	4	107.32
HI	1981	1	103.69
HI	1981	2	98.29
HI	1981	3	85.25
HI	1981	4	50.73
HI	1982	1	114.31
HI	1982	2	103.12
HI	1982	3	100.78
HI	1982	4	86.91
HI	1983	1	103.34
HI	1983	2	107.43
HI	1983	3	111.15
HI	1983	4	106.41
HI	1984	1	109.31
HI	1984	2	113.51
HI	1984	3	110.49
HI	1984	4	110.54
HI	1985	1	115.37
HI	1985	2	113.11
HI	1985	3	117.01
HI	1985	4	118.09
HI	1986	1	120.33
HI	1986	2	120.06
HI	1986	3	121.72
HI	1986	4	123.99
HI	1987	1	127.96
HI	1987	2	130.81
HI	1987	3	132.43
HI	1987	4	135.39
HI	1988	1	144.02
HI	1988	2	151.38
HI	1988	3	156.24
HI	1988	4	166.76
HI	1989	1	178.13
HI	1989	2	182.86
HI	1989	3	195.51
HI	1989	4	201.56
HI	1990	1	217.88
HI	1990	2	230.78
HI	1990	3	241.67
HI	1990	4	251.1
HI	1991	1	256.97
HI	1991	2	259.05
HI	1991	3	259.27
HI	1991	4	263.53
HI	1992	1	263.05
HI	1992	2	262.36
HI	1992	3	264.1
HI	1992	4	264.64
HI	1993	1	263.99
HI	1993	2	265.55
HI	1993	3	264.21
HI	1993	4	265.78
HI	1994	1	267.01
HI	1994	2	264.1
HI	1994	3	266.2
HI	1994	4	258.82
HI	1995	1	258.09
HI	1995	2	260.45
HI	1995	3	261.84
HI	1995	4	261.34
HI	1996	1	257.02
HI	1996	2	251.06
HI	1996	3	243.3
HI	1996	4	238.63
HI	1997	1	236.39
HI	1997	2	231
HI	1997	3	232.36
HI	1997	4	228.43
HI	1998	1	230.64
HI	1998	2	230.06
HI	1998	3	232.71
HI	1998	4	230.14
HI	1999	1	229.72
HI	1999	2	228.06
HI	1999	3	223.97
HI	1999	4	223.96
HI	2000	1	227.99
HI	2000	2	229.51
HI	2000	3	232.22
HI	2000	4	237.88
HI	2001	1	245.58
HI	2001	2	249.55
HI	2001	3	254.09
HI	2001	4	257.71
HI	2002	1	261.59
HI	2002	2	267.64
HI	2002	3	276.22
HI	2002	4	279.33
HI	2003	1	287.6
HI	2003	2	294.58
HI	2003	3	302.34
HI	2003	4	320.75
HI	2004	1	336.07
HI	2004	2	354.42
HI	2004	3	387.72
HI	2004	4	402.04
HI	2005	1	419.58
HI	2005	2	445.68
HI	2005	3	473.37
HI	2005	4	500.9
HI	2006	1	520.59
HI	2006	2	529.17
HI	2006	3	538.92
HI	2006	4	538.31
HI	2007	1	546.1
HI	2007	2	550.71
HI	2007	3	553.29
HI	2007	4	549.11
IA	1975	1	57.24
IA	1975	2	63.58
IA	1975	3	64.41
IA	1975	4	65.76
IA	1976	1	67.37
IA	1976	2	69.76
IA	1976	3	72.79
IA	1976	4	72.3
IA	1977	1	77.17
IA	1977	2	78.32
IA	1977	3	80.05
IA	1977	4	83.67
IA	1978	1	85.5
IA	1978	2	89.64
IA	1978	3	91.43
IA	1978	4	95.8
IA	1979	1	96.9
IA	1979	2	99.46
IA	1979	3	102.5
IA	1979	4	101.68
IA	1980	1	100
IA	1980	2	99.94
IA	1980	3	102.06
IA	1980	4	97.15
IA	1981	1	96.1
IA	1981	2	93.21
IA	1981	3	87.95
IA	1981	4	103.18
IA	1982	1	95.29
IA	1982	2	96.89
IA	1982	3	90.42
IA	1982	4	93.56
IA	1983	1	97.43
IA	1983	2	99.08
IA	1983	3	99.03
IA	1983	4	98.06
IA	1984	1	99.07
IA	1984	2	99.74
IA	1984	3	99.61
IA	1984	4	101.72
IA	1985	1	101.53
IA	1985	2	101.96
IA	1985	3	102.84
IA	1985	4	102.08
IA	1986	1	103.22
IA	1986	2	104.04
IA	1986	3	104.28
IA	1986	4	103.95
IA	1987	1	105.28
IA	1987	2	105.6
IA	1987	3	105.68
IA	1987	4	102.45
IA	1988	1	104.69
IA	1988	2	106.51
IA	1988	3	108.62
IA	1988	4	108.17
IA	1989	1	109.93
IA	1989	2	111.18
IA	1989	3	113.29
IA	1989	4	114.25
IA	1990	1	115.95
IA	1990	2	117.14
IA	1990	3	118.88
IA	1990	4	119.65
IA	1991	1	121.35
IA	1991	2	122.74
IA	1991	3	123.8
IA	1991	4	125.57
IA	1992	1	126.1
IA	1992	2	128.05
IA	1992	3	129.74
IA	1992	4	130.87
IA	1993	1	132.1
IA	1993	2	133.94
IA	1993	3	136.7
IA	1993	4	138.24
IA	1994	1	140.96
IA	1994	2	144.55
IA	1994	3	147.37
IA	1994	4	147.43
IA	1995	1	149
IA	1995	2	152.16
IA	1995	3	154.34
IA	1995	4	155.98
IA	1996	1	158.03
IA	1996	2	159.26
IA	1996	3	160.48
IA	1996	4	161.58
IA	1997	1	163.5
IA	1997	2	165.02
IA	1997	3	167.37
IA	1997	4	169.07
IA	1998	1	171.38
IA	1998	2	173.34
IA	1998	3	175.45
IA	1998	4	177.62
IA	1999	1	179.3
IA	1999	2	181.63
IA	1999	3	182.63
IA	1999	4	183.84
IA	2000	1	185.79
IA	2000	2	188.14
IA	2000	3	190.71
IA	2000	4	192.34
IA	2001	1	196.56
IA	2001	2	198.59
IA	2001	3	199.95
IA	2001	4	202.37
IA	2002	1	204.14
IA	2002	2	205.08
IA	2002	3	207.68
IA	2002	4	209.52
IA	2003	1	210.84
IA	2003	2	212.41
IA	2003	3	215.05
IA	2003	4	218.42
IA	2004	1	219.88
IA	2004	2	222.54
IA	2004	3	225.71
IA	2004	4	228.39
IA	2005	1	230.82
IA	2005	2	234.38
IA	2005	3	238.7
IA	2005	4	241.38
IA	2006	1	240.64
IA	2006	2	243.08
IA	2006	3	245.73
IA	2006	4	248.4
IA	2007	1	249.85
IA	2007	2	252.53
IA	2007	3	253.76
IA	2007	4	255.18
ID	1975	1	65.38
ID	1975	2	61.75
ID	1975	3	59.37
ID	1975	4	61.87
ID	1976	1	64.23
ID	1976	2	69.32
ID	1976	3	64.92
ID	1976	4	68.52
ID	1977	1	72.83
ID	1977	2	74.37
ID	1977	3	77.61
ID	1977	4	80.87
ID	1978	1	86.8
ID	1978	2	87.5
ID	1978	3	91.05
ID	1978	4	90.19
ID	1979	1	95.49
ID	1979	2	93.78
ID	1979	3	95.73
ID	1979	4	101.19
ID	1980	1	100
ID	1980	2	98.46
ID	1980	3	106.78
ID	1980	4	102.26
ID	1981	1	112.03
ID	1981	2	101.67
ID	1981	3	99.77
ID	1981	4	118.86
ID	1982	1	98.6
ID	1982	2	109.68
ID	1982	3	104.29
ID	1982	4	112.17
ID	1983	1	110.78
ID	1983	2	106.49
ID	1983	3	108.3
ID	1983	4	108.22
ID	1984	1	108.9
ID	1984	2	107.53
ID	1984	3	110.86
ID	1984	4	112.78
ID	1985	1	108.71
ID	1985	2	113.36
ID	1985	3	114.54
ID	1985	4	112.36
ID	1986	1	114.57
ID	1986	2	112.9
ID	1986	3	114.21
ID	1986	4	114.58
ID	1987	1	114.51
ID	1987	2	113.38
ID	1987	3	109.81
ID	1987	4	110.64
ID	1988	1	112.26
ID	1988	2	113.72
ID	1988	3	111.34
ID	1988	4	110.27
ID	1989	1	114.88
ID	1989	2	115.3
ID	1989	3	117.29
ID	1989	4	118.06
ID	1990	1	119.89
ID	1990	2	124.43
ID	1990	3	126.61
ID	1990	4	126.26
ID	1991	1	129.85
ID	1991	2	129.66
ID	1991	3	132.83
ID	1991	4	136.07
ID	1992	1	137.41
ID	1992	2	138.91
ID	1992	3	141.86
ID	1992	4	145.75
ID	1993	1	146.95
ID	1993	2	151.51
ID	1993	3	155.71
ID	1993	4	158.87
ID	1994	1	159.73
ID	1994	2	165.92
ID	1994	3	167.94
ID	1994	4	169.09
ID	1995	1	168.51
ID	1995	2	173.36
ID	1995	3	177.08
ID	1995	4	178.23
ID	1996	1	181.35
ID	1996	2	179.45
ID	1996	3	180.2
ID	1996	4	181.04
ID	1997	1	182.91
ID	1997	2	183.63
ID	1997	3	186.48
ID	1997	4	188.49
ID	1998	1	191.17
ID	1998	2	191.51
ID	1998	3	192.84
ID	1998	4	193.86
ID	1999	1	195.84
ID	1999	2	196.97
ID	1999	3	194.63
ID	1999	4	194.27
ID	2000	1	197.78
ID	2000	2	197.32
ID	2000	3	199.39
ID	2000	4	201.42
ID	2001	1	206.4
ID	2001	2	209.04
ID	2001	3	210.27
ID	2001	4	212.69
ID	2002	1	212.9
ID	2002	2	214.12
ID	2002	3	217.46
ID	2002	4	219.6
ID	2003	1	221.91
ID	2003	2	223.64
ID	2003	3	225.44
ID	2003	4	228.71
ID	2004	1	231.37
ID	2004	2	237.69
ID	2004	3	246.19
ID	2004	4	251.91
ID	2005	1	258.66
ID	2005	2	268.98
ID	2005	3	285.1
ID	2005	4	298.87
ID	2006	1	309.73
ID	2006	2	323.89
ID	2006	3	333.23
ID	2006	4	342.42
ID	2007	1	348.24
ID	2007	2	350.85
ID	2007	3	356.59
ID	2007	4	358.02
IL	1975	1	67.53
IL	1975	2	63.06
IL	1975	3	64.72
IL	1975	4	67.69
IL	1976	1	68.12
IL	1976	2	70.59
IL	1976	3	74.11
IL	1976	4	76.11
IL	1977	1	80.8
IL	1977	2	83.29
IL	1977	3	83.1
IL	1977	4	88.83
IL	1978	1	89.21
IL	1978	2	96.75
IL	1978	3	98.53
IL	1978	4	100.01
IL	1979	1	96.9
IL	1979	2	100.09
IL	1979	3	99.55
IL	1979	4	100.25
IL	1980	1	100
IL	1980	2	100.2
IL	1980	3	102.23
IL	1980	4	99.43
IL	1981	1	100.38
IL	1981	2	106.47
IL	1981	3	103.97
IL	1981	4	108.14
IL	1982	1	102.71
IL	1982	2	103.11
IL	1982	3	99.82
IL	1982	4	101.98
IL	1983	1	102.08
IL	1983	2	104.62
IL	1983	3	105.83
IL	1983	4	106.92
IL	1984	1	107.47
IL	1984	2	110.39
IL	1984	3	110.83
IL	1984	4	112.34
IL	1985	1	113.23
IL	1985	2	114.63
IL	1985	3	115.95
IL	1985	4	117.92
IL	1986	1	119.64
IL	1986	2	122.29
IL	1986	3	125.04
IL	1986	4	128.03
IL	1987	1	130.32
IL	1987	2	135.06
IL	1987	3	138.04
IL	1987	4	140.02
IL	1988	1	143.26
IL	1988	2	147.73
IL	1988	3	150.84
IL	1988	4	152.29
IL	1989	1	155.28
IL	1989	2	158.12
IL	1989	3	161.66
IL	1989	4	163.61
IL	1990	1	165.49
IL	1990	2	167.2
IL	1990	3	169.26
IL	1990	4	169.75
IL	1991	1	171.77
IL	1991	2	173.65
IL	1991	3	174.8
IL	1991	4	177.16
IL	1992	1	178.43
IL	1992	2	180.02
IL	1992	3	181.71
IL	1992	4	183.39
IL	1993	1	184.49
IL	1993	2	186.17
IL	1993	3	188.08
IL	1993	4	189.77
IL	1994	1	192.53
IL	1994	2	195.23
IL	1994	3	196.82
IL	1994	4	197.08
IL	1995	1	198.67
IL	1995	2	201.65
IL	1995	3	204.15
IL	1995	4	206.01
IL	1996	1	208.42
IL	1996	2	208.86
IL	1996	3	209.74
IL	1996	4	211.92
IL	1997	1	213.39
IL	1997	2	214.77
IL	1997	3	217.09
IL	1997	4	219.32
IL	1998	1	221.28
IL	1998	2	222.16
IL	1998	3	224.31
IL	1998	4	225.94
IL	1999	1	228.03
IL	1999	2	230.54
IL	1999	3	233.69
IL	1999	4	236.23
IL	2000	1	240.98
IL	2000	2	244.78
IL	2000	3	248.84
IL	2000	4	251.73
IL	2001	1	255.3
IL	2001	2	259.73
IL	2001	3	264.4
IL	2001	4	267.01
IL	2002	1	271.6
IL	2002	2	276.19
IL	2002	3	279.87
IL	2002	4	283.03
IL	2003	1	285.93
IL	2003	2	288.68
IL	2003	3	292.6
IL	2003	4	301.79
IL	2004	1	305.21
IL	2004	2	312.17
IL	2004	3	322.85
IL	2004	4	327.66
IL	2005	1	334.4
IL	2005	2	342.69
IL	2005	3	349.94
IL	2005	4	357.68
IL	2006	1	364.13
IL	2006	2	368.83
IL	2006	3	373.46
IL	2006	4	378.06
IL	2007	1	381.63
IL	2007	2	382.78
IL	2007	3	383.16
IL	2007	4	385.44
IN	1975	1	65.4
IN	1975	2	60.78
IN	1975	3	64.39
IN	1975	4	63.78
IN	1976	1	65.05
IN	1976	2	65.11
IN	1976	3	65.8
IN	1976	4	68.78
IN	1977	1	71.31
IN	1977	2	70.6
IN	1977	3	75.83
IN	1977	4	76.89
IN	1978	1	81.46
IN	1978	2	84.5
IN	1978	3	86.75
IN	1978	4	89.44
IN	1979	1	92.47
IN	1979	2	95.69
IN	1979	3	97.1
IN	1979	4	98.15
IN	1980	1	100
IN	1980	2	99.12
IN	1980	3	101.22
IN	1980	4	100.5
IN	1981	1	104.42
IN	1981	2	103.4
IN	1981	3	104.58
IN	1981	4	106.09
IN	1982	1	104.76
IN	1982	2	103.85
IN	1982	3	101.75
IN	1982	4	104.03
IN	1983	1	106.06
IN	1983	2	105.77
IN	1983	3	105.84
IN	1983	4	104.59
IN	1984	1	104.75
IN	1984	2	107.33
IN	1984	3	106.31
IN	1984	4	108.28
IN	1985	1	109.14
IN	1985	2	110.59
IN	1985	3	111.47
IN	1985	4	112.79
IN	1986	1	114.23
IN	1986	2	116.33
IN	1986	3	117.99
IN	1986	4	119.57
IN	1987	1	121.17
IN	1987	2	122.64
IN	1987	3	124.26
IN	1987	4	124.71
IN	1988	1	127.06
IN	1988	2	128.98
IN	1988	3	129.53
IN	1988	4	130.73
IN	1989	1	131.99
IN	1989	2	133.99
IN	1989	3	136.07
IN	1989	4	136.42
IN	1990	1	137.41
IN	1990	2	138.85
IN	1990	3	140.04
IN	1990	4	140.37
IN	1991	1	142.75
IN	1991	2	144.05
IN	1991	3	145
IN	1991	4	147.08
IN	1992	1	148.41
IN	1992	2	149.68
IN	1992	3	152.01
IN	1992	4	152.94
IN	1993	1	153.87
IN	1993	2	155.4
IN	1993	3	157.24
IN	1993	4	158.78
IN	1994	1	160.5
IN	1994	2	162.79
IN	1994	3	164.68
IN	1994	4	164.83
IN	1995	1	167.1
IN	1995	2	169.79
IN	1995	3	172.74
IN	1995	4	174.8
IN	1996	1	177.15
IN	1996	2	178.78
IN	1996	3	180.05
IN	1996	4	182.35
IN	1997	1	183.66
IN	1997	2	185.75
IN	1997	3	188.3
IN	1997	4	190.89
IN	1998	1	192.69
IN	1998	2	194.35
IN	1998	3	196.6
IN	1998	4	198.47
IN	1999	1	200.14
IN	1999	2	201.24
IN	1999	3	202.24
IN	1999	4	203.03
IN	2000	1	204.78
IN	2000	2	206.22
IN	2000	3	209.12
IN	2000	4	211.02
IN	2001	1	215.73
IN	2001	2	217.41
IN	2001	3	218.95
IN	2001	4	220.99
IN	2002	1	222.72
IN	2002	2	223.1
IN	2002	3	225.7
IN	2002	4	226.97
IN	2003	1	228.68
IN	2003	2	229.88
IN	2003	3	231.44
IN	2003	4	233.45
IN	2004	1	234.76
IN	2004	2	235.82
IN	2004	3	238.47
IN	2004	4	241.5
IN	2005	1	243.13
IN	2005	2	245.67
IN	2005	3	249.49
IN	2005	4	250.66
IN	2006	1	251.16
IN	2006	2	251.15
IN	2006	3	253.61
IN	2006	4	256.47
IN	2007	1	258.16
IN	2007	2	259.16
IN	2007	3	259.4
IN	2007	4	260.24
KS	1975	1	63.41
KS	1975	2	62.45
KS	1975	3	65.35
KS	1975	4	65.68
KS	1976	1	67.09
KS	1976	2	67.69
KS	1976	3	69.2
KS	1976	4	71.54
KS	1977	1	72.78
KS	1977	2	76.52
KS	1977	3	78.32
KS	1977	4	79.81
KS	1978	1	82.6
KS	1978	2	85.58
KS	1978	3	88.98
KS	1978	4	89.58
KS	1979	1	93.49
KS	1979	2	95.37
KS	1979	3	97.34
KS	1979	4	97.2
KS	1980	1	100
KS	1980	2	101.91
KS	1980	3	102.67
KS	1980	4	102.76
KS	1981	1	100.19
KS	1981	2	102.8
KS	1981	3	104.45
KS	1981	4	105.89
KS	1982	1	103.57
KS	1982	2	104.81
KS	1982	3	105.43
KS	1982	4	106.19
KS	1983	1	106.52
KS	1983	2	109.1
KS	1983	3	106.5
KS	1983	4	107.83
KS	1984	1	109.25
KS	1984	2	109.15
KS	1984	3	108.1
KS	1984	4	108.85
KS	1985	1	109.74
KS	1985	2	110.53
KS	1985	3	111.12
KS	1985	4	111.7
KS	1986	1	113.76
KS	1986	2	114.11
KS	1986	3	115.16
KS	1986	4	116.08
KS	1987	1	116.87
KS	1987	2	118.33
KS	1987	3	118.16
KS	1987	4	116.38
KS	1988	1	118.09
KS	1988	2	118.5
KS	1988	3	118.38
KS	1988	4	119.07
KS	1989	1	119.46
KS	1989	2	120.4
KS	1989	3	120.29
KS	1989	4	121
KS	1990	1	120.52
KS	1990	2	120.25
KS	1990	3	120.35
KS	1990	4	120.14
KS	1991	1	120.57
KS	1991	2	121.23
KS	1991	3	121.68
KS	1991	4	123.11
KS	1992	1	123.7
KS	1992	2	124.53
KS	1992	3	125.7
KS	1992	4	126.13
KS	1993	1	126.89
KS	1993	2	127.92
KS	1993	3	129.61
KS	1993	4	130.73
KS	1994	1	133.18
KS	1994	2	137
KS	1994	3	138.77
KS	1994	4	139.82
KS	1995	1	140.66
KS	1995	2	143.67
KS	1995	3	145.12
KS	1995	4	147.51
KS	1996	1	147.8
KS	1996	2	150.58
KS	1996	3	152.13
KS	1996	4	153.75
KS	1997	1	153.87
KS	1997	2	156.3
KS	1997	3	158.05
KS	1997	4	160.23
KS	1998	1	162.22
KS	1998	2	163.78
KS	1998	3	166.67
KS	1998	4	168.53
KS	1999	1	170.35
KS	1999	2	173.47
KS	1999	3	175.14
KS	1999	4	176.44
KS	2000	1	179.68
KS	2000	2	181.06
KS	2000	3	183.84
KS	2000	4	185.55
KS	2001	1	189.3
KS	2001	2	191.81
KS	2001	3	193.83
KS	2001	4	195.58
KS	2002	1	198.05
KS	2002	2	199.93
KS	2002	3	202.21
KS	2002	4	203.76
KS	2003	1	205.39
KS	2003	2	206.75
KS	2003	3	208.25
KS	2003	4	211.61
KS	2004	1	213.63
KS	2004	2	216.09
KS	2004	3	218.67
KS	2004	4	221.65
KS	2005	1	223.36
KS	2005	2	227.11
KS	2005	3	229.98
KS	2005	4	231.47
KS	2006	1	233.09
KS	2006	2	235.29
KS	2006	3	238.3
KS	2006	4	241.74
KS	2007	1	243.08
KS	2007	2	246.51
KS	2007	3	247.73
KS	2007	4	247.88
KY	1975	1	68.9
KY	1975	2	66.16
KY	1975	3	66.38
KY	1975	4	65.98
KY	1976	1	66.57
KY	1976	2	68.53
KY	1976	3	67.87
KY	1976	4	69.96
KY	1977	1	71.07
KY	1977	2	73.06
KY	1977	3	76.11
KY	1977	4	77.61
KY	1978	1	80.58
KY	1978	2	81.75
KY	1978	3	86.65
KY	1978	4	90.64
KY	1979	1	92.53
KY	1979	2	95.33
KY	1979	3	94.71
KY	1979	4	95.46
KY	1980	1	100
KY	1980	2	98.09
KY	1980	3	98.68
KY	1980	4	104.31
KY	1981	1	107.51
KY	1981	2	104.37
KY	1981	3	101.36
KY	1981	4	102.62
KY	1982	1	103.96
KY	1982	2	103.69
KY	1982	3	104.15
KY	1982	4	104.9
KY	1983	1	106.58
KY	1983	2	108.07
KY	1983	3	108.29
KY	1983	4	108.96
KY	1984	1	110.08
KY	1984	2	109.09
KY	1984	3	110.44
KY	1984	4	110.72
KY	1985	1	112.94
KY	1985	2	113.35
KY	1985	3	112.84
KY	1985	4	115.23
KY	1986	1	116.17
KY	1986	2	118.41
KY	1986	3	118.71
KY	1986	4	121.51
KY	1987	1	122.82
KY	1987	2	124.22
KY	1987	3	126.93
KY	1987	4	127.02
KY	1988	1	129.42
KY	1988	2	130.51
KY	1988	3	132.32
KY	1988	4	133.91
KY	1989	1	135.54
KY	1989	2	136.53
KY	1989	3	139
KY	1989	4	139.9
KY	1990	1	140.25
KY	1990	2	141.54
KY	1990	3	142.73
KY	1990	4	142.26
KY	1991	1	144.66
KY	1991	2	145.85
KY	1991	3	146.6
KY	1991	4	148.51
KY	1992	1	149.4
KY	1992	2	150.72
KY	1992	3	152.64
KY	1992	4	153.97
KY	1993	1	154.7
KY	1993	2	156.66
KY	1993	3	157.83
KY	1993	4	159.67
KY	1994	1	162.38
KY	1994	2	166.4
KY	1994	3	167.91
KY	1994	4	169.76
KY	1995	1	171.5
KY	1995	2	174.54
KY	1995	3	176.88
