wgname,month,ttlmsgs,intlmsgs,msgcom,msgnet,msgorg,msgedu,msggov,msgcctld,msgoth,usrcom,usrnet,usrorg,usredu,usrgov,usrcctld,usroth,aflcom,aflnet,aflorg,afledu,aflgov,aflcctld,afloth
"idmr","Dec2003","1","","","","","1","","","","","","","1","","","","","","","1","","",""
"idmr","Jun2004","2","","2","","","","","","","2","","","","","","","2","","","","","",""
"idn","Dec1969","1","","1","","","","","","","1","","","","","","","1","","","","","",""
"idn","Nov1999","38","27","12","6","13","","1","6","","4","3","3","","1","2","","4","3","2","","1","2",""
"idn","Dec1999","5","4","1","","3","","1","","","1","","2","","1","","","1","","2","","1","",""
"idn","Jan2000","240","94","47","20","152","9","3","9","","7","2","6","2","1","2","","7","1","5","2","1","2",""
"idn","Feb2000","195","102","57","4","84","11","","39","","13","1","7","2","","4","","12","1","5","2","","4",""
"idn","Mar2000","178","87","75","1","49","9","2","42","","17","1","6","3","1","4","","16","1","4","3","1","4",""
"idn","Apr2000","1","1","","","1","","","","","","","1","","","","","","","1","","","",""
"idn","May2000","88","36","29","5","46","2","1","5","","9","1","4","2","1","2","","9","1","4","2","1","2",""
"idn","Jun2000","114","53","34","8","50","6","1","15","","14","1","6","1","1","4","","14","1","5","1","1","4",""
"idn","Jul2000","50","27","20","2","17","4","2","5","","10","1","3","1","1","2","","10","1","3","1","1","1",""
"idn","Aug2000","327","103","144","7","65","74","7","30","","21","1","3","3","1","4","","20","1","3","3","1","4",""
"idn","Sep2000","85","40","55","4","6","11","","9","","14","3","5","4","","4","","13","2","5","4","","4",""
"idn","Oct2000","48","33","21","","5","10","","12","","5","","3","3","","2","","5","","3","3","","2",""
"idn","Nov2000","80","28","51","2","12","12","3","","","13","1","2","4","1","","","13","1","2","4","1","",""
"idn","Dec2000","63","21","49","","7","3","4","","","14","","3","3","1","","","14","","3","3","1","",""
"idn","Jan2001","239","72","104","6","35","68","2","24","","20","3","5","6","1","8","","19","3","5","6","1","8",""
"idn","Feb2001","85","29","43","3","6","22","1","10","","14","3","3","5","1","4","","14","3","3","5","1","4",""
"idn","Mar2001","176","52","87","30","5","43","2","9","","23","7","2","7","1","3","","20","6","2","7","1","3",""
"idn","Apr2001","51","22","17","21","5","1","6","1","","8","4","2","1","1","1","","8","3","2","1","1","1",""
"idn","May2001","310","88","115","42","17","117","3","16","","26","4","4","6","1","4","","24","4","4","6","1","4",""
"idn","Jun2001","121","46","67","18","7","14","7","8","","20","5","1","4","1","2","","18","5","1","4","1","2",""
"idn","Jul2001","472","102","227","34","71","122","3","15","","32","7","4","6","1","3","","29","6","4","6","1","3",""
"idn","Aug2001","289","106","189","39","11","38","3","9","","23","6","3","6","1","4","","20","6","3","6","1","4",""
"idn","Sep2001","84","24","51","12","10","7","","1","3","15","2","3","2","","1","1","15","2","3","2","","1","1"
"idn","Oct2001","488","198","240","71","130","27","1","10","9","22","7","4","5","1","4","1","22","6","4","4","1","4","1"
"idn","Nov2001","395","147","214","76","73","14","1","9","8","21","11","5","5","1","2","1","20","9","4","5","1","2","1"
"idn","Dec2001","188","78","90","47","32","4","1","14","","14","4","2","2","1","3","","14","4","1","2","1","3",""
"idn","Jan2002","212","71","116","24","17","34","2","6","13","27","4","3","6","1","3","1","24","3","3","4","1","3","1"
"idn","Feb2002","337","149","135","41","36","56","2","35","32","26","5","3","7","1","8","1","24","5","3","5","1","8","1"
"idn","Mar2002","261","111","110","41","26","45","","21","18","28","4","3","9","","6","1","25","4","3","9","","6","1"
"idn","Apr2002","114","22","58","16","16","16","","3","5","14","2","2","5","","2","1","13","2","2","5","","2","1"
"idn","May2002","177","42","96","11","31","9","1","8","21","13","3","4","2","1","2","1","11","3","4","2","1","2","1"
"idn","Jun2002","189","24","99","31","21","3","","4","31","12","4","3","2","","2","1","12","3","3","2","","2","1"
"idn","Jul2002","51","8","33","2","8","","","3","5","12","1","4","","","1","1","12","1","4","","","1","1"
"idn","Aug2002","21","3","10","6","4","","","","1","5","1","2","","","","1","5","1","2","","","","1"
"idn","Sep2002","192","47","118","25","18","3","","3","25","14","2","3","2","","2","1","14","2","3","2","","2","1"
"idn","Oct2002","84","32","46","4","22","4","","1","7","13","3","4","2","","1","1","13","2","4","2","","1","1"
"idn","Nov2002","54","22","28","","9","","1","6","10","8","","3","","1","3","1","8","","3","","1","3","1"
"idn","Dec2002","23","9","12","","1","","","5","5","6","","1","","","3","1","6","","1","","","3","1"
"idn","Jan2003","18","4","8","2","3","4","","1","","6","1","1","2","","1","","6","1","1","2","","1",""
"idn","Feb2003","7","3","3","","1","2","","1","","2","","1","1","","1","","2","","1","1","","1",""
"idn","Mar2003","87","40","32","2","23","1","1","25","3","9","2","3","1","1","6","1","8","2","3","1","1","5","1"
"idn","Apr2003","23","6","9","1","","","","4","9","5","1","","","","2","1","5","1","","","","2","1"
"idn","May2003","9","","4","1","2","1","","","1","3","1","1","1","","","1","3","1","1","1","","","1"
"idn","Jun2003","1","1","","","","","","1","","","","","","","1","","","","","","","1",""
"idn","Oct2003","17","8","6","","3","1","3","4","","3","","2","1","2","2","","3","","2","1","2","2",""
"idn","Nov2003","3","","2","","1","","","","","1","","1","","","","","1","","1","","","",""
"idn","Jan2004","21","12","8","","3","4","","5","1","6","","1","1","","3","1","5","","1","1","","3","1"
"idn","Feb2004","2","","","","2","","","","","","","1","","","","","","","1","","","",""
"idn","May2004","2","","1","","","","1","","","1","","","","1","","","1","","","","1","",""
"idn","Jun2004","3","","2","","","1","","","","2","","","1","","","","2","","","1","","",""
"idn","Jul2004","2","","2","","","","","","","2","","","","","","","2","","","","","",""
"idn","Aug2004","22","7","11","","1","","","7","3","3","","1","","","2","1","3","","1","","","2","1"
"idpr","Mar1992","1","","","","","","1","","","","","","","1","","","","","","","1","",""
"idpr","Apr1992","14","","1","","","11","2","","","1","","","2","2","","","1","","","2","2","",""
"idpr","May1992","17","2","","","1","16","","","","","","1","2","","","","","","1","2","","",""
"idpr","Jun1992","5","","2","","","3","","","","2","","","2","","","","2","","","2","","",""
"idpr","Nov1992","8","3","1","","","7","","","","1","","","4","","","","1","","","4","","",""
"idpr","Dec1992","1","","","","","1","","","","","","","1","","","","","","","1","","",""
"idpr","Jan1993","1","","1","","","","","","","1","","","","","","","1","","","","","",""
"idpr","Mar1993","3","","1","","","2","","","","1","","","2","","","","1","","","2","","",""
"idpr","Oct1993","3","2","1","","","2","","","","1","","","1","","","","1","","","1","","",""
"idpr","Nov1993","1","1","","","","1","","","","","","","1","","","","","","","1","","",""
"idr","Jan1996","4","","1","3","","","","","","1","1","","","","","","1","1","","","","",""
"idr","Mar1996","21","1","12","7","","2","","","","7","4","","2","","","","4","3","","2","","",""
"idr","Apr1996","12","","4","4","2","2","","","","2","2","1","1","","","","2","2","1","1","","",""
"idr","May1996","12","","5","3","1","3","","","","3","3","1","1","","","","2","2","1","1","","",""
"idr","Jun1996","5","","3","1","","1","","","","2","1","","1","","","","1","1","","1","","",""
"idr","Jul1996","5","1","3","1","","1","","","","3","1","","1","","","","3","1","","1","","",""
"idr","Aug1996","49","1","26","20","","3","","","","9","4","","3","","","","8","2","","3","","",""
"idr","Sep1996","53","","34","18","","1","","","","6","1","","1","","","","5","1","","1","","",""
"idr","Oct1996","11","","8","3","","","","","","7","1","","","","","","5","1","","","","",""
"idr","Nov1996","8","1","2","5","","1","","","","2","4","","1","","","","1","4","","1","","",""
"idr","Dec1996","100","6","52","23","","25","","","","16","11","","8","","","","12","9","","7","","",""
"idr","Jan1997","62","9","39","9","","14","","","","15","4","","4","","","","10","4","","3","","",""
"idr","Feb1997","26","","19","6","","1","","","","10","2","","1","","","","8","2","","1","","",""
"idr","Apr1997","10","2","6","2","","","2","","","3","2","","","1","","","3","2","","","1","",""
"idr","May1997","2","1","1","1","","","","","","1","1","","","","","","1","1","","","","",""
"idr","Jun1997","4","1","4","","","","","","","4","","","","","","","4","","","","","",""
"idr","Jul1997","21","","9","6","","6","","","","7","2","","3","","","","7","2","","1","","",""
"idr","Aug1997","3","","1","1","","1","","","","1","1","","1","","","","1","1","","1","","",""
"idr","Sep1997","86","1","46","31","4","1","4","","","11","7","1","1","1","","","7","4","1","1","1","",""
"idr","Oct1997","9","2","5","2","","2","","","","4","1","","1","","","","3","1","","1","","",""
"idr","Nov1997","3","","","3","","","","","","","2","","","","","","","2","","","","",""
"idr","Dec1997","35","","18","17","","","","","","11","5","","","","","","9","3","","","","",""
"idr","Jan1998","18","2","7","8","1","","","2","","3","2","1","","","1","","3","2","1","","","1",""
"idr","Feb1998","8","","3","4","","1","","","","3","4","","1","","","","2","4","","1","","",""
"idr","Apr1998","1","","","1","","","","","","","1","","","","","","","1","","","","",""
"idr","May1998","2","","1","1","","","","","","1","1","","","","","","1","1","","","","",""
"idr","Jun1998","8","2","5","2","","","","1","","5","2","","","","1","","4","2","","","","1",""
"idr","Jul1998","25","2","15","8","","2","","","","11","4","","2","","","","11","4","","2","","",""
"idr","Aug1998","33","","12","21","","","","","","4","2","","","","","","4","2","","","","",""
"idr","Sep1998","15","","4","10","","1","","","","2","2","","1","","","","2","2","","1","","",""
"idr","Oct1998","18","","7","11","","","","","","4","3","","","","","","2","3","","","","",""
"idr","Nov1998","10","","9","1","","","","","","5","1","","","","","","3","1","","","","",""
"idr","Dec1998","2","","1","1","","","","","","1","1","","","","","","1","1","","","","",""
"idr","Jan1999","1","","1","","","","","","","1","","","","","","","1","","","","","",""
"idr","Feb1999","15","3","9","","","3","","3","","5","","","1","","2","","4","","","1","","2",""
"idr","Mar1999","1","","","1","","","","","","","1","","","","","","","1","","","","",""
"idr","Apr1999","1","","1","","","","","","","1","","","","","","","1","","","","","",""
"idr","May1999","2","","1","1","","","","","","1","1","","","","","","1","1","","","","",""
"idr","Aug1999","2","","1","1","","","","","","1","1","","","","","","1","1","","","","",""
"idr","Sep1999","15","","14","1","","","","","","6","1","","","","","","5","1","","","","",""
"idr","Oct1999","6","","6","","","","","","","4","","","","","","","4","","","","","",""
"idr","Nov1999","47","6","12","23","3","7","","2","","7","5","2","2","","2","","7","5","2","2","","2",""
"idr","Dec1999","25","1","9","13","1","2","","","","4","6","1","2","","","","4","6","1","2","","",""
"idr","Jan2000","18","","9","7","","2","","","","5","2","","1","","","","4","2","","1","","",""
"idr","Feb2000","14","","10","4","","","","","","3","1","","","","","","3","1","","","","",""
"idr","Mar2000","3","","3","","","","","","","2","","","","","","","2","","","","","",""
"idr","Apr2000","1","","1","","","","","","","1","","","","","","","1","","","","","",""
"idr","May2000","5","","2","2","1","","","","","2","2","1","","","","","2","2","1","","","",""
"idr","Jun2000","6","1","4","1","","1","","","","4","1","","1","","","","4","1","","1","","",""
"idr","Aug2000","21","","14","7","","","","","","7","3","","","","","","6","3","","","","",""
"idr","Sep2000","34","2","20","10","2","","","2","","12","4","2","","","1","","9","4","2","","","1",""
"idr","Oct2000","27","","23","3","","1","","","","12","1","","1","","","","11","1","","1","","",""
"idr","Nov2000","3","","3","","","","","","","3","","","","","","","3","","","","","",""
"idr","Dec2000","5","1","3","","2","","","","","2","","2","","","","","2","","2","","","",""
"idr","Jan2001","15","","11","1","2","1","","","","7","1","1","1","","","","6","1","1","1","","",""
"idr","Feb2001","37","","29","8","","","","","","10","2","","","","","","9","2","","","","",""
"idr","Mar2001","77","3","56","10","4","7","","","","11","5","1","1","","","","9","5","1","1","","",""
"idr","Apr2001","6","","2","3","","1","","","","2","1","","1","","","","2","1","","1","","",""
"idr","May2001","60","1","48","11","","1","","","","13","4","","1","","","","11","4","","1","","",""
"idr","Jun2001","51","","34","17","","","","","","11","4","","","","","","10","4","","","","",""
"idr","Jul2001","15","","12","3","","","","","","5","2","","","","","","5","2","","","","",""
"idr","Aug2001","22","1","18","3","","1","","","","7","3","","1","","","","7","3","","1","","",""
"idr","Sep2001","47","2","30","11","1","5","","","","10","4","1","3","","","","9","4","1","3","","",""
"idr","Oct2001","45","1","26","13","","6","","","","10","3","","2","","","","8","3","","2","","",""
"idr","Nov2001","75","2","51","18","1","5","","","","13","5","1","1","","","","12","4","1","1","","",""
"idr","Dec2001","52","","50","1","1","","","","","12","1","1","","","","","9","1","1","","","",""
"idr","Jan2002","179","","153","14","9","3","","","","21","4","2","1","","","","18","3","2","1","","",""
"idr","Feb2002","52","","45","5","2","","","","","14","2","2","","","","","10","1","2","","","",""
"idr","Mar2002","61","1","41","18","","1","","1","","13","6","","1","","1","","10","5","","1","","1",""
"idr","Apr2002","42","","32","10","","","","","","13","3","","","","","","9","2","","","","",""
"idr","May2002","78","","57","20","","1","","","","20","3","","1","","","","15","2","","1","","",""
"idr","Jun2002","51","","38","13","","","","","","11","2","","","","","","8","2","","","","",""
"idr","Jul2002","180","1","148","19","5","","","","8","24","7","2","","","","1","16","4","2","","","","1"
"idr","Aug2002","118","","104","13","1","","","","","26","7","1","","","","","17","5","1","","","",""
"idr","Sep2002","621","7","445","116","57","1","","2","","34","7","3","1","","1","","24","6","2","1","","1",""
"idr","Oct2002","232","6","158","47","27","","","","","23","8","1","","","","","18","6","1","","","",""
"idr","Nov2002","111","4","81","20","5","5","","","","16","5","2","4","","","","13","5","2","4","","",""
"idr","Dec2002","54","1","38","11","5","","","","","12","3","1","","","","","10","3","1","","","",""
"idr","Jan2003","65","","43","16","6","","","","","7","4","1","","","","","4","4","1","","","",""
"idr","Feb2003","50","","36","11","3","","","","","13","3","1","","","","","9","3","1","","","",""
"idr","Mar2003","84","","42","14","28","","","","","10","4","2","","","","","8","4","2","","","",""
"idr","Apr2003","34","1","27","4","3","","","","","13","1","1","","","","","10","1","1","","","",""
"idr","May2003","32","","15","10","7","","","","","10","3","1","","","","","7","2","1","","","",""
"idr","Jun2003","7","","4","2","1","","","","","4","2","1","","","","","4","2","1","","","",""
"idr","Jul2003","9","1","9","","","","","","","5","","","","","","","4","","","","","",""
"idr","Aug2003","14","","13","1","","","","","","9","1","","","","","","7","1","","","","",""
"idr","Sep2003","27","7","9","10","1","7","","","","4","3","1","1","","","","3","2","1","1","","",""
"idr","Oct2003","31","10","16","4","","5","1","5","","5","3","","1","1","1","","4","2","","1","1","1",""
"idr","Nov2003","21","1","11","2","5","","1","","2","10","2","1","","1","","1","6","2","1","","1","","1"
"idr","Dec2003","5","","3","1","1","","","","","3","1","1","","","","","2","1","1","","","",""
"idr","Jan2004","1","1","","","","","","1","","","","","","","1","","","","","","","1",""
"idr","Feb2004","8","","3","1","4","","","","","3","1","1","","","","","3","1","1","","","",""
"idr","Mar2004","84","16","42","18","9","14","1","","","15","4","2","1","1","","","11","3","1","1","1","",""
"idr","Apr2004","77","9","46","22","","9","","","","20","7","","1","","","","12","5","","1","","",""
"idr","May2004","168","24","104","19","17","12","","15","1","23","5","1","3","","3","1","16","4","1","3","","3","1"
"idr","Jun2004","32","1","23","7","1","","","1","","6","1","1","","","1","","6","1","1","","","1",""
"idr","Jul2004","37","1","30","6","","","","1","","13","3","","","","1","","9","3","","","","1",""
"ids","Feb1993","1","","","","","1","","","","","","","1","","","","","","","1","","",""
"ids","Apr1993","1","1","","","","1","","","","","","","1","","","","","","","1","","",""
"ids","Jul1994","2","1","","","","1","","1","","","","","1","","1","","","","","1","","1",""
"ids","Aug1994","3","","3","","","","","","","3","","","","","","","3","","","","","",""
"ids","Sep1994","6","1","2","","1","2","","","1","2","","1","2","","","1","2","","1","2","","","1"
"ids","Nov1994","1","","","","","1","","","","","","","1","","","","","","","1","","",""
"ids","Feb1996","7","2","4","1","","","2","","","3","1","","","1","","","3","1","","","1","",""
"ids","Apr1996","2","","","1","1","","","","","","1","1","","","","","","1","1","","","",""
