wgname,month,ttlmsgs,intlmsgs,msgcom,msgnet,msgorg,msgedu,msggov,msgcctld,msgoth,usrcom,usrnet,usrorg,usredu,usrgov,usrcctld,usroth,aflcom,aflnet,aflorg,afledu,aflgov,aflcctld,afloth
"acct","Jan1992","94","3","61","6","","25","","2","","16","2","","5","","2","","10","2","","5","","2",""
"acct","Feb1992","1","","1","","","","","","","1","","","","","","","1","","","","","",""
"acct","Mar1992","5","","2","1","","2","","","","2","1","","2","","","","2","1","","2","","",""
"acct","Jun1992","1","","1","","","","","","","1","","","","","","","1","","","","","",""
"acct","Oct1992","3","","1","","1","1","","","","1","","1","1","","","","1","","1","1","","",""
"acct","Nov1992","4","2","2","","","2","","","","2","","","1","","","","2","","","1","","",""
"acct","Jan1993","1","","","","","1","","","","","","","1","","","","","","","1","","",""
"acct","Feb1993","3","3","1","","","2","","","","1","","","1","","","","1","","","1","","",""
"acct","Mar1993","27","","16","","","11","","","","7","","","6","","","","7","","","5","","",""
"acct","Apr1993","4","2","","","","","2","2","","","","","","1","2","","","","","","1","1",""
"acct","Jun1993","1","","","1","","","","","","","1","","","","","","","1","","","","",""
"acct","Jul1993","1","","1","","","","","","","1","","","","","","","1","","","","","",""
"acct","Aug1993","1","","1","","","","","","","1","","","","","","","1","","","","","",""
"acct","Oct1993","5","3","2","","","3","","","","2","","","1","","","","2","","","1","","",""
"acct","Nov1993","2","1","","","","1","1","","","","","","1","1","","","","","","1","1","",""
"acct","Dec1993","9","1","4","","","5","","","","4","","","3","","","","3","","","3","","",""
"acct","Jan1994","4","2","2","","","2","","","","2","","","1","","","","2","","","1","","",""
"acct","Feb1994","13","5","3","","","10","","","","3","","","5","","","","3","","","5","","",""
"acct","Mar1994","20","4","8","","","12","","","","6","","","7","","","","6","","","6","","",""
"acct","Apr1994","25","3","8","7","","7","1","2","","6","3","","4","1","1","","6","3","","3","1","1",""
"acct","May1994","4","1","4","","","","","","","4","","","","","","","3","","","","","",""
"acct","Jun1994","5","","3","1","","1","","","","3","1","","1","","","","3","1","","1","","",""
"acct","Jul1994","3","","","","","3","","","","","","","3","","","","","","","3","","",""
"acct","Aug1994","2","","2","","","","","","","2","","","","","","","2","","","","","",""
"acct","Sep1994","1","","1","","","","","","","1","","","","","","","1","","","","","",""
"acct","Oct1994","5","","4","","","1","","","","2","","","1","","","","2","","","1","","",""
"addrconf","Jul1994","2","","2","","","","","","","2","","","","","","","2","","","","","",""
"addrconf","Aug1994","106","3","55","18","1","24","8","","","15","3","1","4","4","","","15","3","1","4","3","",""
"addrconf","Sep1994","2","","1","","","1","","","","1","","","1","","","","1","","","1","","",""
"addrconf","Oct1994","24","2","14","1","","6","3","","","6","1","","2","2","","","5","1","","2","2","",""
"addrconf","Nov1994","49","10","29","3","","11","6","","","10","1","","4","2","","","9","1","","4","2","",""
"addrconf","Dec1994","13","","10","","","2","1","","","6","","","2","1","","","5","","","2","1","",""
"addrconf","Jan1995","104","8","64","3","","35","2","","","18","2","","6","2","","","14","2","","6","2","",""
"addrconf","Feb1995","8","1","5","","","2","1","","","3","","","2","1","","","3","","","2","1","",""
"addrconf","Mar1995","24","1","21","","","3","","","","8","","","3","","","","8","","","3","","",""
"addrconf","Apr1995","4","1","2","","","","1","1","","2","","","","1","1","","2","","","","1","1",""
"addrconf","May1995","12","","9","","","1","2","","","5","","","1","1","","","4","","","1","1","",""
"addrconf","Jun1995","21","2","17","","","4","","","","6","","","2","","","","5","","","2","","",""
"addrconf","Jul1995","4","","4","","","","","","","3","","","","","","","3","","","","","",""
"addrconf","Aug1995","4","","4","","","","","","","3","","","","","","","3","","","","","",""
"addrconf","Sep1995","21","1","17","","","4","","","","6","","","3","","","","5","","","3","","",""
"addrconf","Oct1995","59","3","48","","","2","7","2","","13","","","2","2","1","","9","","","2","2","1",""
"addrconf","Nov1995","12","","11","","","","1","","","4","","","","1","","","4","","","","1","",""
"addrconf","Dec1995","5","","5","","","","","","","5","","","","","","","5","","","","","",""
"addrconf","Jan1996","2","","1","","","","1","","","1","","","","1","","","1","","","","1","",""
"addrconf","Jun1996","1","1","","","","1","","","","","","","1","","","","","","","1","","",""
"addrconf","Aug1996","1","","1","","","","","","","1","","","","","","","1","","","","","",""
"addrconf","Jan1997","1","","1","","","","","","","1","","","","","","","1","","","","","",""
"addrconf","Mar1997","9","","7","","","","2","","","4","","","","1","","","4","","","","1","",""
"addrconf","Apr1997","3","","3","","","","","","","3","","","","","","","3","","","","","",""
"addrconf","Sep2000","5","1","3","","","1","1","","","3","","","1","1","","","3","","","1","1","",""
"addrconf","Oct2001","1","","1","","","","","","","1","","","","","","","1","","","","","",""
"adslmib","Mar2002","3","","2","1","","","","","","1","1","","","","","","1","1","","","","",""
"adslmib","Apr2002","21","1","15","6","","","","","","6","1","","","","","","6","1","","","","",""
"adslmib","May2002","8","","7","1","","","","","","7","1","","","","","","6","1","","","","",""
"adslmib","Jun2002","21","","11","10","","","","","","4","1","","","","","","4","1","","","","",""
"adslmib","Jul2002","1","","1","","","","","","","1","","","","","","","1","","","","","",""
"adslmib","Aug2002","5","","4","1","","","","","","3","1","","","","","","3","1","","","","",""
"adslmib","Sep2002","14","","9","5","","","","","","4","1","","","","","","4","1","","","","",""
"adslmib","Oct2002","23","8","22","1","","","","","","8","1","","","","","","8","1","","","","",""
"adslmib","Nov2002","39","7","39","","","","","","","8","","","","","","","7","","","","","",""
"adslmib","Dec2002","3","","3","","","","","","","3","","","","","","","2","","","","","",""
"adslmib","Jan2003","9","","8","","1","","","","","3","","1","","","","","3","","1","","","",""
"adslmib","Feb2003","7","","7","","","","","","","5","","","","","","","5","","","","","",""
"adslmib","Mar2003","15","","15","","","","","","","9","","","","","","","9","","","","","",""
"adslmib","Apr2003","28","1","28","","","","","","","7","","","","","","","7","","","","","",""
"adslmib","May2003","17","","17","","","","","","","6","","","","","","","6","","","","","",""
"adslmib","Jun2003","43","2","43","","","","","","","10","","","","","","","9","","","","","",""
"adslmib","Jul2003","2","","2","","","","","","","2","","","","","","","2","","","","","",""
"adslmib","Aug2003","8","","8","","","","","","","3","","","","","","","3","","","","","",""
"adslmib","Sep2003","16","","16","","","","","","","5","","","","","","","5","","","","","",""
"adslmib","Oct2003","8","1","8","","","","","","","5","","","","","","","5","","","","","",""
"adslmib","Nov2003","8","1","8","","","","","","","6","","","","","","","6","","","","","",""
"adslmib","Dec2003","2","","2","","","","","","","2","","","","","","","2","","","","","",""
"adslmib","Jan2004","3","1","3","","","","","","","3","","","","","","","3","","","","","",""
"adslmib","Feb2004","17","4","10","2","2","1","1","1","","5","1","1","1","1","1","","5","1","1","1","1","1",""
"adslmib","Mar2004","46","7","39","2","1","","","4","","10","2","1","","","4","","10","2","1","","","4",""
"adslmib","Apr2004","30","12","19","1","2","4","","4","","12","1","2","4","","4","","11","1","2","4","","4",""
"adslmib","May2004","23","12","15","2","","4","","2","","14","2","","4","","2","","13","2","","4","","2",""
"aft","Jan1998","4","","4","","","","","","","3","","","","","","","3","","","","","",""
"aft","Feb1998","14","","14","","","","","","","8","","","","","","","7","","","","","",""
"aft","Mar1998","23","1","20","3","","","","","","7","1","","","","","","7","1","","","","",""
"aft","May1998","3","","3","","","","","","","3","","","","","","","3","","","","","",""
"aft","Jun1998","9","","9","","","","","","","6","","","","","","","5","","","","","",""
"aft","Jul1998","3","","2","","","1","","","","1","","","1","","","","1","","","1","","",""
"aft","Aug1998","7","1","5","","","1","","1","","4","","","1","","1","","4","","","1","","1",""
"aft","Sep1998","1","","1","","","","","","","1","","","","","","","1","","","","","",""
"aft","Oct1998","6","","5","","1","","","","","5","","1","","","","","5","","1","","","",""
"aft","Nov1998","8","","7","","1","","","","","3","","1","","","","","3","","1","","","",""
"aft","Jan1999","3","2","1","","1","1","","","","1","","1","1","","","","1","","1","1","","",""
"aft","Feb1999","2","","2","","","","","","","2","","","","","","","2","","","","","",""
"aft","Mar1999","2","2","","","","1","","1","","","","","1","","1","","","","","1","","1",""
"aft","Apr1999","1","","1","","","","","","","1","","","","","","","1","","","","","",""
"aft","May1999","2","","2","","","","","","","2","","","","","","","2","","","","","",""
"aft","Jun1999","6","1","6","","","","","","","3","","","","","","","3","","","","","",""
"aft","Jul1999","3","1","2","","","1","","","","2","","","1","","","","1","","","1","","",""
"aft","Aug1999","14","6","13","","","","","1","","5","","","","","1","","5","","","","","1",""
"aft","Sep1999","21","5","17","","","1","2","1","","9","","","1","2","1","","7","","","1","2","1",""
"aft","Oct1999","11","6","6","","","4","","1","","3","","","2","","1","","3","","","2","","1",""
"aft","Nov1999","4","3","3","","","1","","","","3","","","1","","","","3","","","1","","",""
"aft","Dec1999","2","1","1","","","","","1","","1","","","","","1","","1","","","","","1",""
"aft","Jan2000","18","5","13","","","","","5","","4","","","","","2","","4","","","","","2",""
"aft","Feb2000","12","5","7","","","","","5","","3","","","","","1","","3","","","","","1",""
"aft","Apr2000","1","","1","","","","","","","1","","","","","","","1","","","","","",""
"aft","Jun2000","1","","1","","","","","","","1","","","","","","","1","","","","","",""
"aft","Jul2000","3","","3","","","","","","","2","","","","","","","2","","","","","",""
"aft","Aug2000","4","","4","","","","","","","2","","","","","","","2","","","","","",""
"aft","Sep2000","1","","1","","","","","","","1","","","","","","","1","","","","","",""
"aft","Feb2001","1","","1","","","","","","","1","","","","","","","1","","","","","",""
"aft","Mar2001","1","","1","","","","","","","1","","","","","","","1","","","","","",""
"aft","Jul2001","1","","1","","","","","","","1","","","","","","","1","","","","","",""
"aft","Apr2002","3","","3","","","","","","","2","","","","","","","2","","","","","",""
"aft","Aug2002","1","","","","","1","","","","","","","1","","","","","","","1","","",""
"aft","Jan2003","1","","1","","","","","","","1","","","","","","","1","","","","","",""
"agentx","Nov1995","49","4","31","1","","3","13","1","","12","1","","3","2","1","","12","1","","3","2","1",""
"agentx","Dec1995","60","3","54","","","3","3","","","15","","","2","2","","","15","","","2","1","",""
"agentx","Jan1996","101","1","101","","","","","","","22","","","","","","","20","","","","","",""
"agentx","Feb1996","12","","11","1","","","","","","4","1","","","","","","4","1","","","","",""
"agentx","Mar1996","162","3","153","3","","3","2","1","","22","1","","1","2","1","","17","1","","1","2","1",""
"agentx","Apr1996","14","1","11","2","","","","","1","8","1","","","","","1","8","1","","","","","1"
"agentx","May1996","8","","8","","","","","","","6","","","","","","","6","","","","","",""
"agentx","Jun1996","51","6","46","1","","4","","","","14","1","","1","","","","12","1","","1","","",""
"agentx","Jul1996","14","3","12","","","2","","","","7","","","1","","","","7","","","1","","",""
"agentx","Aug1996","25","1","23","1","","1","","","","8","1","","1","","","","7","1","","1","","",""
"agentx","Sep1996","84","1","83","","","","","1","","15","","","","","1","","13","","","","","1",""
"agentx","Oct1996","8","1","8","","","","","","","5","","","","","","","5","","","","","",""
"agentx","Nov1996","30","","30","","","","","","","10","","","","","","","9","","","","","",""
"agentx","Dec1996","46","5","42","","","4","","","","15","","","1","","","","12","","","1","","",""
"agentx","Jan1997","50","","49","1","","","","","","15","1","","","","","","11","1","","","","",""
"agentx","Feb1997","4","","3","","","","","","1","3","","","","","","1","3","","","","","","1"
"agentx","Mar1997","9","","9","","","","","","","7","","","","","","","6","","","","","",""
"agentx","Apr1997","40","","36","1","","3","","","","10","1","","1","","","","5","1","","1","","",""
"agentx","May1997","7","","7","","","","","","","4","","","","","","","4","","","","","",""
"agentx","Jun1997","3","","3","","","","","","","2","","","","","","","2","","","","","",""
"agentx","Jul1997","41","","39","1","","","","","1","6","1","","","","","1","6","1","","","","","1"
"agentx","Sep1997","12","","12","","","","","","","7","","","","","","","6","","","","","",""
"agentx","Oct1997","14","","14","","","","","","","6","","","","","","","5","","","","","",""
"agentx","Nov1997","21","","20","1","","","","","","9","1","","","","","","8","1","","","","",""
"agentx","Dec1997","18","","18","","","","","","","6","","","","","","","6","","","","","",""
"agentx","Jan1998","16","","14","1","","1","","","","9","1","","1","","","","7","1","","1","","",""
"agentx","Feb1998","8","1","5","1","","2","","","","5","1","","1","","","","5","1","","1","","",""
"agentx","Mar1998","44","5","37","","","7","","","","11","","","2","","","","11","","","2","","",""
"agentx","Apr1998","19","5","13","","","5","","","1","7","","","1","","","1","6","","","1","","","1"
"agentx","May1998","7","1","5","1","","","","1","","5","1","","","","1","","5","1","","","","1",""
"agentx","Jun1998","27","1","18","3","","6","","","","12","1","","5","","","","9","1","","3","","",""
"agentx","Jul1998","18","2","13","2","","2","","1","","7","1","","2","","1","","7","1","","2","","1",""
"agentx","Aug1998","133","10","119","2","","9","1","2","","19","1","","3","1","1","","16","1","","3","1","1",""
"agentx","Sep1998","24","","19","1","","4","","","","7","1","","1","","","","5","1","","1","","",""
"agentx","Oct1998","10","","9","1","","","","","","8","1","","","","","","6","1","","","","",""
"agentx","Nov1998","20","1","18","2","","","","","","12","1","","","","","","8","1","","","","",""
